OBJECTID,name,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,NEAR_ANGLE,tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,jumlah_luas_wilayah_(km2),jumlah_kepadatan_(jiwa/km2),jumlah_populasi_(jiwa/km2)
1,SMK Negeri 27 Jakarta,193,101.7949127,106.8348118,-6.166091982,-82.58893209,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,1.89,8480.02117,16027
2,MI At Taqwa 20,142,7276.65397,106.9522629,-6.212572651,-162.8810915,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64,5074.081038,53988
3,SD Negeri Utan Kayu Selatan 11 Pagi,24,309.6420225,106.8737352,-6.205462976,47.42493977,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,1.12,36880.23525,41306
4,Stars Elementary School,62,537.0571948,106.8381288,-6.162333569,101.4040109,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,1.89,8480.02117,16027
5,SD Mahatma Gandhi,193,202.5477267,106.8348118,-6.166091982,-149.2391008,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,1.89,8480.02117,16027
6,Yayasan Rumah Pendidikan Islam,79,206.3967471,106.8331993,-6.228753053,-115.0692907,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,2.15,3428.970657,7372
7,SDS Gemar Belajar Berkarya Bersama,62,404.0086947,106.8381288,-6.162333569,98.74170956,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,1.89,8480.02117,16027
8,SD Umum,202,1064.56232,106.8547368,-6.174415741,-5.58922124,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,1.19,39507.13686,47013
9,Yayasan Pendidikan Charitas,185,934.7420325,106.7746766,-6.289407398,21.85040305,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,4.11,11119.83471,45703
10,SD Negeri Tanah Tinggi 01 Pagi,201,484.0387971,106.84248,-6.178223531,-111.5035151,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62,77808.63702,48241
11,SD Negeri Rawa Bunga 11 dan 12,26,360.8604349,106.874366,-6.22015737,63.5878471,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,0.88,30480.31945,26823
12,SMA Tarakanita 1 & SMK Tarakanita,98,1183.881054,106.8019075,-6.243323717,-76.25715261,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,1.62,33021.80877,53495
13,SMP - SMK Al-Hidayah Lestari,185,611.4329963,106.7746766,-6.289407398,-31.85676383,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,4.11,11119.83471,45703
14,SMP Negeri 149 Jakarta,27,665.9381908,106.8762795,-6.231329278,-104.5318072,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,1.63,27229.84193,44385
15,Yayasan Lektur Grafika Media,185,200.8295342,106.7746766,-6.289407398,61.82677168,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,4.11,11119.83471,45703
16,SMA Negeri 100 Jakarta,27,703.7954648,106.8762795,-6.231329278,-108.0401232,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,1.63,27229.84193,44385
17,SLB Pangudi Luhur,174,1512.552953,106.76842,-6.18525382,79.62436337,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,3.61,9264.573369,33445
18,SD Negeri Menteng 01 Jakarta,128,485.6856876,106.8276451,-6.202856432,-161.1719401,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,2.44,13110.03608,31988
19,SMP-SMA Khadijah Islamic School,185,571.7611407,106.7746766,-6.289407398,45.11555507,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,4.11,11119.83471,45703
20,SD dan SMP Swasta YWKA I,47,1103.912477,106.8474699,-6.208848412,-26.61432834,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,0.95,37286.4638,35422
21,SMK Negeri 57 Jakarta,73,171.2825415,106.82356,-6.29112304,-28.11815748,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,2.5,18691.59627,46729
22,SD Muhammadiyah,106,949.116713,106.852078,-6.243047459,-169.8622827,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,1.72,14987.76224,25779
23,SD Negeri Manggarai 1 Pagi/02 petang,41,555.2186239,106.8611624,-6.212874337,89.65955045,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,0.95,37286.4638,35422
24,SD Negeri Kebon Baru 9 Pagi,156,971.8258805,106.8672106,-6.229748781,71.6309286,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,1.29,33917.54969,43754
25,SMK Karya Guna,47,507.4820777,106.8474699,-6.208848412,-67.05863355,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,0.95,37286.4638,35422
26,SD SMP PGRI,156,1295.152783,106.8672106,-6.229748781,87.52859268,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,1.39,15627.06983,21722
27,SD Negeri Karet 04 dan 05 Pagi,81,667.6064298,106.8309311,-6.217577335,106.1460752,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,0.94,12482.11043,11733
28,Yayasan Nurul Iman Mulya - MI,74,533.3190199,106.826216,-6.285573218,-24.96236481,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,2.5,18691.59627,46729
29,"SD Negeri Cakung Barat 06, 07 Pagi dan 11, 12 Petang",141,2328.447324,106.9453213,-6.212536514,173.0614532,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,6.12,12184.41291,74569
30,Sekolah Paket 1,93,497.093212,106.8152817,-6.217130416,-179.5921416,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,1.53,15955.1587,24411
31,SD Tarakanita 5,54,130.0816071,106.8881708,-6.193470817,-51.0332308,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.6,17758.5544,46172
32,SD-SMP-SMA Santo Yoseph,142,3941.370528,106.9522629,-6.212572651,-150.6034121,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,5.04,7496.757767,37784
33,SD Bhakti (YKKP),221,1499.965118,106.7969497,-6.189843388,83.86917653,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,2.11,18683.5503,39422
34,SMP Suluh,75,1059.611141,106.8297446,-6.278406709,-48.72874373,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,2.5,18691.59627,46729
35,"SD, SMP, SMA Don Bosco",194,555.8720488,106.8764359,-6.174223363,-87.44455607,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,4.37,11419.42125,49903
36,Yayasan Hidayatul Anam - MI & MTs,75,738.5487092,106.8297446,-6.278406709,-61.72872008,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,2.5,18691.59627,46729
37,MTs-MI-TK Islam Ar-Rahmah,166,4097.359136,106.8816435,-6.30921433,-5.204153923,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,3.37,17390.31051,58605
38,MI Al Hikmah,75,936.8653001,106.8297446,-6.278406709,-51.80365831,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,2.5,18691.59627,46729
39,SD-SMP Harapan Bunda,142,1958.600688,106.9522629,-6.212572651,170.6677749,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,6.92,17745.52023,122799
40,SMP Negeri 70,90,1045.177201,106.8231243,-6.198622291,82.74587089,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,1.53,15955.1587,24411
41,"Perkumpulan Strada - KB, TK, SD, SMP",75,476.7677013,106.8297446,-6.278406709,-65.13491416,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,2.5,18691.59627,46729
42,SDS Angkasa 4,111,1504.476203,106.8863846,-6.291185834,-115.2121658,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,13.07,2720.358113,35555
43,SD Negeri 01 Pagi Kebon Manggis,40,295.5138622,106.8593025,-6.208584018,28.04642193,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,0.78,25581.12773,19953
44,Perkumpulan Sekolah Kristen Djakarta,41,279.8911859,106.8611624,-6.212874337,116.8765045,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,0.78,25581.12773,19953
45,SD Negeri Kebon Manggis 08 Pagi,70,225.3638537,106.8571024,-6.202983976,9.468025248,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,0.78,25581.12773,19953
46,SDS Angkasa 12,111,1741.716505,106.8863846,-6.291185834,-118.3354883,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,13.07,2720.358113,35555
47,SMK Negeri 24 Jakarta,166,2436.139146,106.8816435,-6.30921433,-55.55091648,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,3.17,10391.44446,32941
48,SD Negeri Tanjung Barat 07,165,2440.285064,106.8656637,-6.306620974,90.64044329,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,3.65,13636.18912,49772
49,Sekolah Citra Kasih,12,2128.605817,106.7059245,-6.154522135,167.54393,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,8.67,10832.37194,93917
50,Al Ihsan School,175,4373.046941,106.7688856,-6.194295415,84.59358658,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,4.33,12594.71447,54535
51,SD Negeri Menteng Atas 11,46,1008.391945,106.8411241,-6.207111436,-0.621683072,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,0.9,38091.81416,34283
52,SDS Angkasa 9,111,1803.218438,106.8863846,-6.291185834,-118.94933,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,13.07,2720.358113,35555
53,SMK Budi Murni 1 dan 3,136,1849.832777,106.9119338,-6.214404144,4.200059529,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,4.56,16653.9348,75942
54,SMP SMA Katolik Abdi Siswa,174,1367.556721,106.76842,-6.18525382,-107.4164653,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,3.87,19114.21189,73972
55,"SD Negeri Serdang 01 03 Pagi, 04 Petang",189,1065.131068,106.8665747,-6.170407941,160.7865697,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82,46197.25161,37882
56,BPS & K,139,2053.960385,106.9305735,-6.216710867,-26.29325623,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,5.72,15634.01206,89427
57,"MI, SDI Al Khairiyah",121,1895.511625,106.893442,-6.118845447,-101.9863212,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
58,SD Negeri Kalisari 02,165,3610.980942,106.8656637,-6.306620974,36.04504879,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,2.89,18617.37779,53804
59,SD Negeri Tanjung Duren Selatan 05 Pagi,104,963.3306594,106.7921882,-6.175526757,49.18530507,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,1.77,17445.44941,30878
60,SMP Angkasa,111,1877.424605,106.8863846,-6.291185834,-114.3643108,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,13.07,2720.358113,35555
61,"SMP, SMA Tanjung Priok",34,2003.883951,106.8930815,-6.113897286,-87.28419973,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,1.58,48269.53596,76266
62,SDN Pondok Bambu 02 Pagi,28,2174.463726,106.8780454,-6.239171526,-106.5013169,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,4.9,15673.47356,76800
63,SMP Negeri 161 Jakarta,180,1163.38849,106.7816356,-6.252691214,125.7869645,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,1.78,29686.34272,52842
64,SMP Negeri 201 Jakarta,17,3067.826112,106.7380849,-6.154617437,172.537363,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,4.52,22669.10299,102464
65,SD Kwitang 6 PSKD,98,707.3894193,106.8019075,-6.243323717,105.6172263,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,1.25,14087.96481,17610
66,SMK Kartika X-2,180,2845.126303,106.7816356,-6.252691214,90.47915538,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,2.1,16304.39952,34239
67,SMA Negeri 6 Jakarta,98,502.9615127,106.8019075,-6.243323717,97.21994222,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,1.25,14087.96481,17610
68,SD Negeri Grogol Utara 01 Pagi,231,1242.122155,106.7832241,-6.221439109,-107.1829806,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3.33,15846.91729,52770
69,SMP - SMA - SMK 1 Cengkareng Jakarta,13,1192.493483,106.7191973,-6.153058684,173.2705063,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,8.67,10832.37194,93917
70,MI Negeri 7 Cengkareng,17,1019.060044,106.7380849,-6.154617437,167.5458079,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,4.52,22669.10299,102464
71,SMK Negeri 33 Jakarta,5,1800.269822,106.9087122,-6.182981757,-165.7436069,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28,9669.806817,60726
72,"SMP/SMA Villa Mas, SMK Nusantara Wisata",4,342.8114478,106.8984817,-6.178186797,17.27145061,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,1.92,22261.05044,42741
73,SMA Negeri 69 Jakarta,187,45195.32478,106.7911036,-6.115798431,154.2547616,,,,,,,,0
74,SMK Bina Pembangunan I,57,870.8506643,106.8989717,-6.193541764,163.5370946,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,1.92,22261.05044,42741
75,MI Nurul Mustofa,12,4583.67834,106.7059245,-6.154522135,169.2079153,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
76,SMP Negeri 231 Jakarta,36,3417.592614,106.8938919,-6.128641829,-95.36467637,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,1.59,55175.08015,87728
77,MI Sullamun Najah,12,4616.463043,106.7059245,-6.154522135,159.7012744,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
78,SD Tunas Keluarga Mulia 1 (Strada),34,3270.888264,106.8930815,-6.113897286,-95.83401351,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,1.59,55175.08015,87728
79,Yayasan Akklecia Mahkota KB - TK - SD,12,4556.622909,106.7059245,-6.154522135,153.3879463,,,,,,,,0
80,TK - SD - SMP - SMA Methodist,188,353.059526,106.792677,-6.133379561,44.75805828,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,2.23,28255.77078,63010
81,MI dan SMP Ar-Rohman,12,5309.605999,106.7059245,-6.154522135,170.7217474,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
82,TK-SD Tunas Karya,38,1014.38833,106.8817374,-6.161984022,141.1704412,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,4.58,17232.03178,78923
83,SMP Negeri 204 Jakarta,12,1703.219338,106.7059245,-6.154522135,162.8507263,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,8.67,10832.37194,93917
84,SD El Shaddai Pelita Bangsa School,12,4077.809963,106.7059245,-6.154522135,175.3985957,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
85,The Gandhi Memorial School,145,233.287581,106.8542363,-6.152192777,112.4761103,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,2.61,17586.51049,45901
86,Labschool Rawamangun,51,142.0676976,106.8802053,-6.192904402,-16.19240016,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.6,17758.5544,46172
87,SMA Negeri 39 Jakarta,165,2392.339065,106.8656637,-6.306620974,46.64610579,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,1.89,16009.53137,30258
88,SD Islam As Saadah,74,2065.529962,106.826216,-6.285573218,107.4885988,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,6.05,10443.76447,63185
89,SD Negeri Tengah 07 Pagi,163,332.6696352,106.8680573,-6.30197124,-173.4398542,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,2.63,16987.85118,44678
90,SMP Negeri 12 Jakarta,98,672.2155292,106.8019075,-6.243323717,-11.87331183,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,1.25,2528.588565,3161
91,SD Negeri Malaka Jaya 12 Pagi,139,678.7568144,106.9305735,-6.216710867,-42.26069098,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
92,SMP Negeri 91 Jakarta,229,4888.000752,106.8739382,-6.308188202,10.89336477,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,3.18,17151.98439,54543
93,SD Muhammadiyah 08,139,750.0103925,106.9305735,-6.216710867,-41.37507935,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
94,SMP Negeri 179 Jakarta,165,3114.412796,106.8656637,-6.306620974,28.71859456,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,1.89,16009.53137,30258
95,SD Negeri Malaka Jaya 09 Pagi,139,995.3049204,106.9305735,-6.216710867,-38.33814797,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
96,SMK Teratai Putih Jakarta,139,595.757275,106.9305735,-6.216710867,-34.19231597,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
97,SD Negeri Malaka Jaya 06 Pagi,139,947.6729011,106.9305735,-6.216710867,-38.47691425,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
98,Yayasan Pendidikan Ignatius Slamet Riyadi (TK-SD-SMP-SMA),165,1192.247058,106.8656637,-6.306620974,16.67459154,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,2.38,21699.03931,51644
99,SMP Bayu Persada,139,788.2813077,106.9305735,-6.216710867,-40.33871491,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
100,SMK Paskita Global,165,1806.641375,106.8656637,-6.306620974,10.32732668,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,2.38,21699.03931,51644
101,SD Negeri Pekayon 09 Pagi-14 Petang,165,3938.182661,106.8656637,-6.306620974,7.585766662,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,3.18,17151.98439,54543
102,SD Negeri Pekayon 10 Pagi,165,3871.36458,106.8656637,-6.306620974,7.636149027,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,3.18,17151.98439,54543
103,SD Negeri Malaka Jaya 10 Pagi,139,590.96278,106.9305735,-6.216710867,-30.61265106,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
104,SMP dan SMK Nurul Islam,140,766.2665784,106.939609,-6.213978429,12.21574874,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
105,SMP Negeri 102 Jakarta,165,865.4188168,106.8656637,-6.306620974,66.80928284,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,2.63,16987.85118,44678
106,SD Negeri Malaka Jaya 04 Pagi,139,717.3057405,106.9305735,-6.216710867,-47.31511549,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
107,SD Negeri Kelapa Dua Wetan 04 Pagi,166,4237.244921,106.8816435,-6.30921433,-2.639725255,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,3.37,17390.31051,58605
108,SD Negeri Cijantung 03 Pagi,165,2110.881752,106.8656637,-6.306620974,47.9047781,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,2.38,21699.03931,51644
109,SD Negeri Baru 03 Pagi,165,2373.251897,106.8656637,-6.306620974,32.78758847,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,1.89,16009.53137,30258
110,SD Negeri Malaka Jaya 08 Pagi,139,803.4989639,106.9305735,-6.216710867,-43.59512229,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
111,SMP Negeri 217 Jakarta,165,2349.183936,106.8656637,-6.306620974,31.36372544,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,1.89,16009.53137,30258
112,SD Negeri Gedong 08 Pagi,163,165.9582431,106.8680573,-6.30197124,100.7729429,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,2.63,16987.85118,44678
113,SD Swasta Kartika VIII,164,1075.99536,106.8720632,-6.294245928,159.4013922,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,2.03,27588.38633,56004
114,SD Negeri Malaka Jaya 01 Pagi,139,908.7605446,106.9305735,-6.216710867,-28.03660576,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
115,SMP Negeri 20,164,990.0044183,106.8720632,-6.294245928,164.0367477,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,2.03,27588.38633,56004
116,SD Negeri Kramatjati 03 Pagi,161,265.0912955,106.8666157,-6.268811334,-157.3140019,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,1.52,28020.84708,42592
117,SD Negeri Malaka Jaya 07 Pagi,139,745.8868183,106.9305735,-6.216710867,-50.98144814,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38672.33354,38286
118,SD Negeri Kramatjati 25 Pagi,110,1246.176189,106.8811764,-6.290187984,132.0961451,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,1.52,28020.84708,42592
119,Madrasah Ibtidaiyah Najmul,12,5831.505378,106.7059245,-6.154522135,163.894995,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
120,MTs Negeri 37 Jakarta,12,6274.400244,106.7059245,-6.154522135,177.1272305,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
121,"SD Negeri Susukan 01,02 Pagi & 13 Petang",165,463.2512295,106.8656637,-6.306620974,2.048614324,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,2.19,21998.6292,48177
122,SD Mentari,12,6243.712787,106.7059245,-6.154522135,177.1284547,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
123,SMP Negeri 224 Jakarta,12,6351.940303,106.7059245,-6.154522135,175.3751639,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
124,SD Negeri Kamal 09 Pagi,12,6539.498125,106.7059245,-6.154522135,168.3487486,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
125,"SD Negeri Cipinang Melayu 05, 07 & 08 Pagi",28,2344.584368,106.8780454,-6.239171526,-73.79327945,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,2.53,20907.07702,52895
126,MI dan MTS Al-Gaotsiyah Kamal,13,5602.665332,106.7191973,-6.153058684,170.1415912,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
127,Madrasah Ibtidaiyah Al-Abbasiyah,12,5906.81011,106.7059245,-6.154522135,-179.3950967,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,4.9,14014.93055,68673
128,SMA Negeri 14 Jakarta,228,295.5079603,106.8699322,-6.257810615,120.6383044,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,1.79,22751.89902,40726
