OBJECTID,name,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,NEAR_ANGLE,tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,jumlah_luas_wilayah_(km2),jumlah_kepadatan_(jiwa/km2),jumlah_populasi_(jiwa/km2)
2795,SMP Negeri 112 Jakarta,188,1500.854416,106.792677,-6.133379561,79.66416009,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,2.23,28255.77078,63010
2796,"TK, SD, SMP Mekarsari",20,888.8111681,106.8759784,-6.177194563,-61.31351328,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,4.37,11419.42125,49903
2797,TK - SD - SMP - SMA Westin,188,1398.101108,106.792677,-6.133379561,76.38940842,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,2.23,28255.77078,63010
2798,TK - SD - SMP - SMA Budi Agung,188,464.903219,106.792677,-6.133379561,56.86945384,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,2.23,28255.77078,63010
2799,SD Mekarsari,20,848.4916651,106.8759784,-6.177194563,-59.87619367,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,4.37,11419.42125,49903
2800,TK - SD - SMP - SMK Budi Daya,102,454.7143877,106.7934912,-6.143282482,125.9309642,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,2.23,28255.77078,63010
2801,SD Islam An Nur,20,813.0516629,106.8759784,-6.177194563,-56.24346706,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,4.37,11419.42125,49903
2802,MI Darul Falah,102,477.6320662,106.7934912,-6.143282482,144.6241663,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,2.23,28255.77078,63010
2803,TK - SD - SMP - SMA Kristen Yusuf,102,255.0478739,106.7934912,-6.143282482,-144.1371776,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,2.23,28255.77078,63010
2804,TK SD Penabur,187,3915.944236,106.7911036,-6.115798431,107.5114129,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,10.06,4428.741919,44553
2805,Yayasan Darussalam,87,1595.86172,106.8228655,-6.176169734,94.83458659,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,1.26,15333.12233,19320
2806,St. Nicholas School,187,4496.508384,106.7911036,-6.115798431,105.5971087,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,10.06,4428.741919,44553
2807,SMP GIKI 5,87,1423.795253,106.8228655,-6.176169734,84.81587846,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,1.26,15333.12233,19320
2808,"SD Negeri Cideng 04, 09, 10, 13 Pagi",87,1450.582078,106.8228655,-6.176169734,85.94077718,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,1.26,15333.12233,19320
2809,Jakarta International School,96,440.3709859,106.8016174,-6.227370284,20.36490645,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,1.4,2365,3311
2810,SMAK 5 Penabur,2,496.357691,106.8927412,-6.174727533,11.16305049,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,4.37,11419.42125,49903
2811,SDS Swasta Bambu Kuning,121,7701.038209,106.893442,-6.118845447,-94.89956611,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92,4737.965618,37525
2812,"Sekolah Kristen Mawar Saron (KB, TK, SD, SMP, SMA)",37,2558.83575,106.8909362,-6.142695292,-79.55560229,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28,9669.806817,60726
2813,"TK, SD, SMP, SMA ST. Yakobus",37,2953.296668,106.8909362,-6.142695292,-66.59161033,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28,9669.806817,60726
2814,SD Negeri 7 Pegangsaan Dua,5,948.1325547,106.9087122,-6.182981757,-160.6715275,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28,9669.806817,60726
2815,SMP Negeri 289 Jakarta,36,3140.032147,106.8938919,-6.128641829,-69.45327468,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61,12523.51265,70257
2816,SMP Fatahillah Jaya,37,3585.379836,106.8909362,-6.142695292,-83.66288848,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61,12523.51265,70257
2817,SD Al Irsyadiyah Muttaqim,37,3540.802213,106.8909362,-6.142695292,-84.63730308,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61,12523.51265,70257
2818,SMP Mamba'ul Hikmah,37,3804.689957,106.8909362,-6.142695292,-81.33443334,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61,12523.51265,70257
2819,SMA Negeri 83 Jakarta,5,3570.085828,106.9087122,-6.182981757,-145.3906012,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61,12523.51265,70257
2820,SD Negeri Sukapura 05 Pagi,5,3468.249565,106.9087122,-6.182981757,-143.2435679,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61,12523.51265,70257
2821,SD Negeri Sukapura 04 Pagi,5,3517.597105,106.9087122,-6.182981757,-142.588646,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61,12523.51265,70257
2822,SD Negeri Sukapura 01 Pagi,37,3524.540737,106.8909362,-6.142695292,-76.09633055,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61,12523.51265,70257
2823,MTs Assa'adah,142,5643.705719,106.9522629,-6.212572651,-165.9882241,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2824,"SD, MTs, SMK Al Qudwah Al Muqoddasah",5,4756.188519,106.9087122,-6.182981757,-108.6571695,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2825,SMA Negeri 89 Jakarta,142,4084.988898,106.9522629,-6.212572651,178.8894106,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2826,"TK Islam, SDIT Amaliah Baiturrahman",5,3323.521059,106.9087122,-6.182981757,-154.1071995,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61,12523.51265,70257
2827,SMP Negeri 234 Jakarta,142,4106.027018,106.9522629,-6.212572651,178.1248455,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2828,"SD, SMP, SMA Vaniic Group School",5,3000.524504,106.9087122,-6.182981757,-151.0612716,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28,9669.806817,60726
2829,"SD Negeri Cakung Timur 03 Pagi, 09 Pagi, 08 Petang",142,4445.675524,106.9522629,-6.212572651,175.5650472,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2830,SMK Pelayaran Jakarta Raya & SMK Hang Tuah 2,1,378.5596264,106.8825722,-6.168027314,-79.65012407,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53,9541.181144,43222
2831,SD Negeri Cakung Timur 04 Pagi,142,4478.995358,106.9522629,-6.212572651,176.4065579,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2832,North Jakarta Intercultural School,144,986.317041,106.8888246,-6.149954473,-41.0349354,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53,9541.181144,43222
2833,SMP Negeri 60 & SMK PGRI 34 Jakarta,167,1278.853304,106.820425,-6.165846833,65.39341871,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,1.26,15333.12233,19320
2834,SD SMP SMA SMK Wijayakusuma,188,502.5675407,106.792677,-6.133379561,-68.79988697,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,7.71,7469.106187,57587
2835,MI Al Muawanatul Khaeriyah,204,841.32452,106.7949023,-6.152004018,-96.41113611,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,0.33,76055.10142,25098
2836,SD Negeri Duri Pulo 07,124,1177.910418,106.8191557,-6.16045301,76.81440953,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,0.71,36214.11399,25712
2837,SMP-SMA-SMK Diponegoro 2,141,3639.877393,106.9453213,-6.212536514,-175.6704723,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2838,SMK Pelayaran Jalasena,36,6918.049366,106.8938919,-6.128641829,-91.15540583,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92,4737.965618,37525
2839,SMP Al Islamiyah,33,3974.567454,106.8924108,-6.110140162,-105.0351424,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47,35922.98338,88730
2840,SMP Darussa'adahw,33,4167.47461,106.8924108,-6.110140162,-102.4543789,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,6.31,8846.415842,55821
2841,SD Fadhilah,121,7268.311402,106.893442,-6.118845447,-90.61899646,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92,4737.965618,37525
2842,SD Negeri Sunter Agung 11 Pagi,224,335.5361861,106.8708211,-6.137587643,178.4469265,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2843,TK-SD-SMP-SMA-SMK Dharma Budhi Bhakti,224,816.2458327,106.8708211,-6.137587643,10.1315701,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2844,SD Negeri Cakung Timur 05 Pagi,142,5384.458295,106.9522629,-6.212572651,-167.1229634,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2845,SD Negeri Sunter Agung 012 Pagi,224,463.1878694,106.8708211,-6.137587643,64.3826331,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2846,SD Negeri Pulogadung 09 Pagi dan 10 Petang,4,453.0483232,106.8984817,-6.178186797,38.71459861,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,1.92,22261.05044,42741
2847,SDIT Al-Amanah,224,607.2436642,106.8708211,-6.137587643,-2.471453759,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2848,SD Negeri Pulogadung 07 Pagi dan 08 Petang,4,449.807122,106.8984817,-6.178186797,42.84655693,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,1.92,22261.05044,42741
2849,SMP Negeri 221 Jakarta,224,436.528403,106.8708211,-6.137587643,1.548514957,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2850,SD Negeri 09 & 10 Pagi,228,559.7150399,106.8699322,-6.257810615,154.8246689,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,1.79,22751.89902,40726
2851,SMA Negeri 80 Jakarta,224,299.3676359,106.8708211,-6.137587643,7.886820826,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2852,Yayasan Pendidikan Nasional Budi Utomo,228,314.4545062,106.8699322,-6.257810615,153.2776468,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,1.79,22751.89902,40726
2853,Sekolah Katolik Santo Paulus,226,574.7800302,106.8580675,-6.1467132,-94.36677472,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2854,SMP Negeri 111 Jakarta,221,1518.840161,106.7969497,-6.189843388,81.75714927,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,2.11,18683.5503,39422
2855,SD Negeri Sunter Agung 03 Pagi,226,471.1192446,106.8580675,-6.1467132,-132.3682075,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2856,SMA Negeri 78 Jakarta,175,1568.435261,106.7688856,-6.194295415,-100.1638157,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,3.69,18265.47474,67400
2857,SMP-SMA IPEKA Sunter II,225,746.5345862,106.8592133,-6.139822106,-157.946528,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2858,Yayasan Pendidikan Islam Al Hilal Cakung,142,3056.404243,106.9522629,-6.212572651,-169.1211357,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2859,TK-SD-SMP Santa Cicila,225,746.4999651,106.8592133,-6.139822106,172.0874358,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2860,SD Negeri Sunter Agung 01 Pagi,225,824.3407898,106.8592133,-6.139822106,163.639351,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2861,TK-SD-SMP-SMA-SMK Santo Lucas Penginjil,225,1001.165341,106.8592133,-6.139822106,173.2036383,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2862,SD-SMP Nurul Huda,225,1129.423024,106.8592133,-6.139822106,168.9513249,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2863,SMA Negeri 41 Jakarta,225,1279.740145,106.8592133,-6.139822106,146.0707437,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2864,SD Negeri Sunter Agung 05-06,225,562.7398254,106.8592133,-6.139822106,171.4933989,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2865,SMP Negeri 140 Jakarta,225,425.5228781,106.8592133,-6.139822106,179.9257079,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,7.02,12533.81938,87987
2866,"SMP, SMA, SMK Bunga Hati Bangsa",19,2802.252807,106.75788,-6.157148361,-164.8015017,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,10.06,4428.741919,44553
2867,TK-SD-SMP Santa Cicilia,61,1191.918462,106.8323663,-6.136819534,-88.1084715,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,2.61,17586.51049,45901
2868,SMP Negeri 256 Jakarta,142,3462.798036,106.9522629,-6.212572651,-170.3812342,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2869,SD Negeri Ancol 01,59,757.6141264,106.8306553,-6.127462536,105.0352018,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,3.77,7985.846056,30107
2870,MA Negeri 8 Jakarta,142,3325.125851,106.9522629,-6.212572651,-170.1119212,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2871,SD Negeri Cakung Timur 01 Pagi,142,3005.946593,106.9522629,-6.212572651,-175.9583706,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2872,SD Negeri Marunda 03-04,36,7246.955538,106.8938919,-6.128641829,-93.87305496,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92,4737.965618,37525
2873,"MI, MTs Amiroh",142,3218.681844,106.9522629,-6.212572651,-178.3327682,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2874,SD Negeri Marunda 01 Pagi,36,7243.068593,106.8938919,-6.128641829,-93.44351054,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92,4737.965618,37525
2875,MI Tarbiyatul Athfal (Yapita),5,4870.305705,106.9087122,-6.182981757,-115.1476208,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2876,SMA Negeri 102 Jakarta,5,4965.071021,106.9087122,-6.182981757,-110.4537865,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2877,Yayasan Yaspi,36,3490.565226,106.8938919,-6.128641829,-79.0756599,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,1.59,55175.08015,87728
2878,SMA Negeri 75 Jakarta,36,3417.820546,106.8938919,-6.128641829,-78.66863538,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,1.59,55175.08015,87728
2879,SMP Negeri 262 Jakarta,5,4996.158869,106.9087122,-6.182981757,-111.0837367,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2880,MI Assa'adah,142,5622.185268,106.9522629,-6.212572651,-166.2078408,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2881,SD Islam Robiatul Adawiyah,121,7142.472487,106.893442,-6.118845447,-89.60128869,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92,4737.965618,37525
2882,SMP Kartini III,132,909.6016202,106.8823649,-6.214625496,-169.1879616,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,1.79,28348.30646,50743
2883,SD Negeri Semper Barat 13/14 Pagi,36,3747.805104,106.8938919,-6.128641829,-87.02324846,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,1.59,55175.08015,87728
2884,SMA Negeri 92 Jakarta,36,3803.365835,106.8938919,-6.128641829,-87.30496857,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,1.59,55175.08015,87728
2885,SD Negeri Cakung Timur 02 Pagi,142,5412.334987,106.9522629,-6.212572651,-166.6931564,2020,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7620.703785,74759
2886,Yayasan Masjid Meranti,202,775.3827516,106.8547368,-6.174415741,131.0784397,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,0.63,36505.42784,22998
2887,SMP Hang Tuah 1,34,3261.705357,106.8930815,-6.113897286,-97.01415537,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,1.59,55175.08015,87728
2888,SD Negeri Kebon Kacang 05 Pagi,88,116.0558253,106.823004,-6.188060754,122.4517384,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,1.46,3356.192566,4900
2889,SD Negeri Semper Barat 09 Pagi dan 10 Petang,121,3182.209441,106.893442,-6.118845447,-96.15151978,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,1.59,55175.08015,87728
2890,Yayasan Pendidikan Said Naum,88,712.9563494,106.823004,-6.188060754,59.96608575,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,0.71,38264.78873,27168
2891,SD Plus Hang Tuah 5,34,3177.746264,106.8930815,-6.113897286,-97.64599049,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,1.59,55175.08015,87728
2892,"Yayasan Pendidikan Nusantara Jakarta (SMA Nusantara, SMK Nusantara 1)",121,2983.385196,106.893442,-6.118845447,-89.85883776,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,1.59,55175.08015,87728
2893,SD Negeri Semper Barat 07 Pagi dan 08 Petang,34,2815.97127,106.8930815,-6.113897286,-96.71794992,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,1.59,55175.08015,87728
2894,Yayasan Pendidikan SMP dan SMK Al Ihsan,88,638.2173897,106.823004,-6.188060754,43.6375287,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,0.71,38264.78873,27168
2895,SMK Negeri 49 Jakarta,36,6733.066566,106.8938919,-6.128641829,-89.36525001,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,6.31,8846.415842,55821
2896,SD Nirwana,88,1295.97947,106.823004,-6.188060754,73.82973425,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,0.71,38264.78873,27168
2897,Yayasan Nurul Wihdah,83,1105.749056,106.8155212,-6.144798004,63.72049084,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,0.33,76055.10142,25098
2898,Yayasan Bina Karya,126,1049.923806,106.8166436,-6.149341534,88.90380425,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,0.33,76055.10142,25098
2899,Sekolah Sinar Dharma (TK-SD-SMP-SMA),83,1060.043477,106.8155212,-6.144798004,62.18391423,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,0.33,76055.10142,25098
2900,SDN Palmerah 17 Pagi,176,1645.081901,106.7695401,-6.205542635,-95.88920004,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,2.33,33541.06798,78151
2901,"Yayasan Pendidikan GPIB Cabang Tugu (TK, SD, SMP Tugu Bhakti)",36,3373.031546,106.8938919,-6.128641829,-98.47934372,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,1.59,55175.08015,87728
2902,SD Negeri Marunda,33,7580.60878,106.8924108,-6.110140162,-99.54077416,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92,4737.965618,37525
2903,MA Negeri 22 Jakarta,206,1089.21186,106.799873,-6.202044611,112.9655152,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,2.33,33541.06798,78151
2904,SD Negeri Palmerah 09 Pagi,206,1414.48786,106.799873,-6.202044611,64.39163694,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,2.33,33541.06798,78151
2905,SD Negeri Kebagusan 02 Pagi,71,1517.542839,106.8188293,-6.305746265,-79.85975114,2020,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,2.26,24765.48673,55970
2906,SDK Damai,33,4780.112343,106.8924108,-6.110140162,-102.0328547,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,6.31,8846.415842,55821
2907,SMK Negeri 13 Jakarta,206,1565.289681,106.799873,-6.202044611,86.04290348,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,2.33,33541.06798,78151
2908,MI Miftahul Jannah,33,3913.862005,106.8924108,-6.110140162,-99.35319752,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,6.31,8846.415842,55821
2909,SD Negeri 19 & 20 Pagi,206,1662.302256,106.799873,-6.202044611,85.62560484,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,2.33,33541.06798,78151
2910,PKBM 03 Negeri Cilincing,33,5122.562311,106.8924108,-6.110140162,-101.8058644,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,6.31,8846.415842,55821
2911,SDN Palmerah 21 dan 22 Pagi,206,1687.494096,106.799873,-6.202044611,84.45532588,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,2.33,33541.06798,78151
2912,"SDI Nurul Ikhlas, SMP Syahid 2",33,4175.245251,106.8924108,-6.110140162,-99.16207594,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,6.31,8846.415842,55821
2913,SD Negeri Palmerah 15 Pagi,176,1644.944954,106.7695401,-6.205542635,-97.42612496,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,2.33,33541.06798,78151
2914,Sekolah Tingga Agama Buddha Maha Prajna,33,5071.881395,106.8924108,-6.110140162,-103.0727034,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,6.31,8846.415842,55821
2915,SMP Negeri 47 Jakarta,21,587.8558389,106.8754177,-6.18737025,142.0764698,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,2.23,13441.59928,29975
2916,SD Negeri Cempaka Putih Timur 01 Pagi,21,619.3665872,106.8754177,-6.18737025,146.4990401,2020,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,2.23,13441.59928,29975
2917,MA Negeri 5 Jakarta,36,7226.496846,106.8938919,-6.128641829,-96.28782879,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92,4737.965618,37525
2918,Sekolah Notre Dame - Yayasan Santa Maria,174,2857.202011,106.76842,-6.18525382,85.61538009,2020,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,3.61,9264.573369,33445
2919,SDS Pantai Indah,33,4660.656448,106.8924108,-6.110140162,-103.2863396,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,6.31,8846.415842,55821
2920,SMP Terpadu Menara Cendekia MI Al-Ittihadiyah Jakarta,33,3736.14325,106.8924108,-6.110140162,-101.4070677,2020,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47,35922.98338,88730
