OID_,Join_Count,TARGET_FID,x,y,WADMKD,WADMKC,WADMKK,KDEPUM,KDCPUM,KDPKAB,Shape__Are,Shape__Len
586,0,586,106.974996132558005,-6.244999966202570,,,,,,,,
587,0,587,106.984996132291002,-6.244999966202570,,,,,,,,
588,0,588,106.994996132023999,-6.244999966202570,,,,,,,,
589,0,589,106.654996141103993,-6.254999965987520,,,,,,,,
590,0,590,106.664996140837005,-6.254999965987520,,,,,,,,
591,0,591,106.674996140570002,-6.254999965987520,,,,,,,,
592,0,592,106.684996140302999,-6.254999965987520,,,,,,,,
593,0,593,106.694996140035997,-6.254999965987520,,,,,,,,
594,0,594,106.704996139768994,-6.254999965987520,,,,,,,,
595,0,595,106.714996139502006,-6.254999965987520,,,,,,,,
596,0,596,106.724996139235003,-6.254999965987520,,,,,,,,
597,0,597,106.734996138967006,-6.254999965987520,,,,,,,,
598,0,598,106.744996138700003,-6.254999965987520,,,,,,,,
599,1,599,106.754996138433000,-6.254999965987520,PESANGGRAHAN,PESANGGRAHAN,JAKARTA SELATAN,3174101001,317410,3174,1933441.417300000088289,8671.443960149999839
600,1,600,106.764996138165998,-6.254999965987520,PESANGGRAHAN,PESANGGRAHAN,JAKARTA SELATAN,3174101001,317410,3174,1933441.417300000088289,8671.443960149999839
601,1,601,106.774996137898995,-6.254999965987520,KEBAYORAN LAMA SELATAN,KEBAYORAN LAMA,JAKARTA SELATAN,3174051006,317405,3174,2071399.554079999914393,8245.336888339999859
602,1,602,106.784996137632007,-6.254999965987520,KEBAYORAN LAMA SELATAN,KEBAYORAN LAMA,JAKARTA SELATAN,3174051006,317405,3174,2071399.554079999914393,8245.336888339999859
603,1,603,106.794996137365004,-6.254999965987520,PULO,KEBAYORAN BARU,JAKARTA SELATAN,3174071007,317407,3174,1097673.005540000041947,6616.271724010000071
604,1,604,106.804996137098001,-6.254999965987520,PULO,KEBAYORAN BARU,JAKARTA SELATAN,3174071007,317407,3174,1097673.005540000041947,6616.271724010000071
605,1,605,106.814996136830999,-6.254999965987520,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,3174031002,317403,3174,3174822.060539999976754,9327.746510369999669
606,1,606,106.824996136563996,-6.254999965987520,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,3174031002,317403,3174,3174822.060539999976754,9327.746510369999669
607,1,607,106.834996136296994,-6.254999965987520,DUREN TIGA,PANCORAN,JAKARTA SELATAN,3174081004,317408,3174,1999661.690410000039265,8999.669872590000523
608,1,608,106.844996136030005,-6.254999965987520,DUREN TIGA,PANCORAN,JAKARTA SELATAN,3174081004,317408,3174,1999661.690410000039265,8999.669872590000523
609,1,609,106.854996135763002,-6.254999965987520,RAWA JATI,PANCORAN,JAKARTA SELATAN,3174081003,317408,3174,1477357.768759999889880,7510.183136890000242
610,1,610,106.864996135496000,-6.254999965987520,CAWANG,KRAMAT JATI,JAKARTA TIMUR,3175041007,317504,3175,1896278.697309999959543,8211.754851920000874
611,1,611,106.874996135228997,-6.254999965987520,KEBON PALA,MAKASAR,JAKARTA TIMUR,3175081003,317508,3175,2284790.930269999895245,7930.427440569999817
612,1,612,106.884996134961995,-6.254999965987520,HALIM PERDANA KUSUMAH,MAKASAR,JAKARTA TIMUR,3175081004,317508,3175,12917468.819800000637770,19955.648740799999359
613,1,613,106.894996134693997,-6.254999965987520,HALIM PERDANA KUSUMAH,MAKASAR,JAKARTA TIMUR,3175081004,317508,3175,12917468.819800000637770,19955.648740799999359
614,1,614,106.904996134426995,-6.254999965987520,CIPINANG MELAYU,MAKASAR,JAKARTA TIMUR,3175081005,317508,3175,2535015.501600000075996,13891.989244099999269
615,1,615,106.914996134160006,-6.254999965987520,CIPINANG MELAYU,MAKASAR,JAKARTA TIMUR,3175081005,317508,3175,2535015.501600000075996,13891.989244099999269
616,0,616,106.924996133893004,-6.254999965987520,,,,,,,,
617,0,617,106.934996133626001,-6.254999965987520,,,,,,,,
618,0,618,106.944996133358998,-6.254999965987520,,,,,,,,
619,0,619,106.954996133091996,-6.254999965987520,,,,,,,,
620,0,620,106.964996132824993,-6.254999965987520,,,,,,,,
621,0,621,106.974996132558005,-6.254999965987520,,,,,,,,
622,0,622,106.984996132291002,-6.254999965987520,,,,,,,,
623,0,623,106.994996132023999,-6.254999965987520,,,,,,,,
624,0,624,106.654996141103993,-6.264999965772470,,,,,,,,
625,0,625,106.664996140837005,-6.264999965772470,,,,,,,,
626,0,626,106.674996140570002,-6.264999965772470,,,,,,,,
627,0,627,106.684996140302999,-6.264999965772470,,,,,,,,
628,0,628,106.694996140035997,-6.264999965772470,,,,,,,,
629,0,629,106.704996139768994,-6.264999965772470,,,,,,,,
630,0,630,106.714996139502006,-6.264999965772470,,,,,,,,
631,0,631,106.724996139235003,-6.264999965772470,,,,,,,,
632,0,632,106.734996138967006,-6.264999965772470,,,,,,,,
633,0,633,106.744996138700003,-6.264999965772470,,,,,,,,
634,1,634,106.754996138433000,-6.264999965772470,PESANGGRAHAN,PESANGGRAHAN,JAKARTA SELATAN,3174101001,317410,3174,1933441.417300000088289,8671.443960149999839
635,1,635,106.764996138165998,-6.264999965772470,BINTARO,PESANGGRAHAN,JAKARTA SELATAN,3174101002,317410,3174,4582039.698269999586046,13929.782351399999243
636,1,636,106.774996137898995,-6.264999965772470,PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,3174051002,317405,3174,6792864.177670000120997,13544.205173899999863
637,1,637,106.784996137632007,-6.264999965772470,PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,3174051002,317405,3174,6792864.177670000120997,13544.205173899999863
638,1,638,106.794996137365004,-6.264999965772470,GANDARIA SELATAN,CILANDAK,JAKARTA SELATAN,3174061004,317406,3174,1599224.359769999980927,6380.657922090000284
639,1,639,106.804996137098001,-6.264999965772470,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,3174071010,317407,3174,1700317.017659999895841,6121.614162709999619
640,1,640,106.814996136830999,-6.264999965772470,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,3174031002,317403,3174,3174822.060539999976754,9327.746510369999669
641,1,641,106.824996136563996,-6.264999965772470,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,3174031002,317403,3174,3174822.060539999976754,9327.746510369999669
642,1,642,106.834996136296994,-6.264999965772470,KALIBATA,PANCORAN,JAKARTA SELATAN,3174081002,317408,3174,2354795.476879999972880,10469.535342900000614
643,1,643,106.844996136030005,-6.264999965772470,PEJATEN TIMUR,PASAR MINGGU,JAKARTA SELATAN,3174041005,317404,3174,2886428.998449999839067,15507.230104800000845
644,1,644,106.854996135763002,-6.264999965772470,CILILITAN,KRAMAT JATI,JAKARTA TIMUR,3175041006,317504,3175,1762934.417039999971166,8176.150028199999724
645,1,645,106.864996135496000,-6.264999965772470,CILILITAN,KRAMAT JATI,JAKARTA TIMUR,3175041006,317504,3175,1762934.417039999971166,8176.150028199999724
646,1,646,106.874996135228997,-6.264999965772470,MAKASAR,MAKASAR,JAKARTA TIMUR,3175081001,317508,3175,1400655.986789999995381,6261.083728800000245
647,1,647,106.884996134961995,-6.264999965772470,HALIM PERDANA KUSUMAH,MAKASAR,JAKARTA TIMUR,3175081004,317508,3175,12917468.819800000637770,19955.648740799999359
648,1,648,106.894996134693997,-6.264999965772470,HALIM PERDANA KUSUMAH,MAKASAR,JAKARTA TIMUR,3175081004,317508,3175,12917468.819800000637770,19955.648740799999359
649,0,649,106.904996134426995,-6.264999965772470,,,,,,,,
650,0,650,106.914996134160006,-6.264999965772470,,,,,,,,
651,0,651,106.924996133893004,-6.264999965772470,,,,,,,,
652,0,652,106.934996133626001,-6.264999965772470,,,,,,,,
653,0,653,106.944996133358998,-6.264999965772470,,,,,,,,
654,0,654,106.954996133091996,-6.264999965772470,,,,,,,,
655,0,655,106.964996132824993,-6.264999965772470,,,,,,,,
656,0,656,106.974996132558005,-6.264999965772470,,,,,,,,
657,0,657,106.984996132291002,-6.264999965772470,,,,,,,,
658,0,658,106.994996132023999,-6.264999965772470,,,,,,,,
659,0,659,106.654996141103993,-6.274999965557420,,,,,,,,
660,0,660,106.664996140837005,-6.274999965557420,,,,,,,,
661,0,661,106.674996140570002,-6.274999965557420,,,,,,,,
662,0,662,106.684996140302999,-6.274999965557420,,,,,,,,
663,0,663,106.694996140035997,-6.274999965557420,,,,,,,,
664,0,664,106.704996139768994,-6.274999965557420,,,,,,,,
665,0,665,106.714996139502006,-6.274999965557420,,,,,,,,
666,0,666,106.724996139235003,-6.274999965557420,,,,,,,,
667,0,667,106.734996138967006,-6.274999965557420,,,,,,,,
668,0,668,106.744996138700003,-6.274999965557420,,,,,,,,
669,0,669,106.754996138433000,-6.274999965557420,,,,,,,,
670,1,670,106.764996138165998,-6.274999965557420,BINTARO,PESANGGRAHAN,JAKARTA SELATAN,3174101002,317410,3174,4582039.698269999586046,13929.782351399999243
671,1,671,106.774996137898995,-6.274999965557420,PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,3174051002,317405,3174,6792864.177670000120997,13544.205173899999863
672,1,672,106.784996137632007,-6.274999965557420,PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,3174051002,317405,3174,6792864.177670000120997,13544.205173899999863
673,1,673,106.794996137365004,-6.274999965557420,GANDARIA SELATAN,CILANDAK,JAKARTA SELATAN,3174061004,317406,3174,1599224.359769999980927,6380.657922090000284
674,1,674,106.804996137098001,-6.274999965557420,CIPETE SELATAN,CILANDAK,JAKARTA SELATAN,3174061005,317406,3174,2388797.703790000174195,6903.054200309999942
675,1,675,106.814996136830999,-6.274999965557420,CILANDAK TIMUR,PASAR MINGGU,JAKARTA SELATAN,3174041003,317404,3174,3824607.990000000223517,11530.951565499999560
676,1,676,106.824996136563996,-6.274999965557420,PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,3174041006,317404,3174,2960720.681350000202656,10869.832285300000876
677,1,677,106.834996136296994,-6.274999965557420,PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,3174041006,317404,3174,2960720.681350000202656,10869.832285300000876
678,1,678,106.844996136030005,-6.274999965557420,PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,3174041006,317404,3174,2960720.681350000202656,10869.832285300000876
679,1,679,106.854996135763002,-6.274999965557420,BALE KAMBANG,KRAMAT JATI,JAKARTA TIMUR,3175041005,317504,3175,1682063.787040000082925,10981.262349399999948
680,1,680,106.864996135496000,-6.274999965557420,BATU AMPAR,KRAMAT JATI,JAKARTA TIMUR,3175041004,317504,3175,2540449.529050000011921,8213.066509419999420
681,1,681,106.874996135228997,-6.274999965557420,MAKASAR,MAKASAR,JAKARTA TIMUR,3175081001,317508,3175,1400655.986789999995381,6261.083728800000245
682,1,682,106.884996134961995,-6.274999965557420,HALIM PERDANA KUSUMAH,MAKASAR,JAKARTA TIMUR,3175081004,317508,3175,12917468.819800000637770,19955.648740799999359
683,1,683,106.894996134693997,-6.274999965557420,HALIM PERDANA KUSUMAH,MAKASAR,JAKARTA TIMUR,3175081004,317508,3175,12917468.819800000637770,19955.648740799999359
684,1,684,106.904996134426995,-6.274999965557420,HALIM PERDANA KUSUMAH,MAKASAR,JAKARTA TIMUR,3175081004,317508,3175,12917468.819800000637770,19955.648740799999359
685,0,685,106.914996134160006,-6.274999965557420,,,,,,,,
686,0,686,106.924996133893004,-6.274999965557420,,,,,,,,
687,0,687,106.934996133626001,-6.274999965557420,,,,,,,,
688,0,688,106.944996133358998,-6.274999965557420,,,,,,,,
689,0,689,106.954996133091996,-6.274999965557420,,,,,,,,
690,0,690,106.964996132824993,-6.274999965557420,,,,,,,,
691,0,691,106.974996132558005,-6.274999965557420,,,,,,,,
692,0,692,106.984996132291002,-6.274999965557420,,,,,,,,
693,0,693,106.994996132023999,-6.274999965557420,,,,,,,,
694,0,694,106.654996141103993,-6.284999965342370,,,,,,,,
695,0,695,106.664996140837005,-6.284999965342370,,,,,,,,
696,0,696,106.674996140570002,-6.284999965342370,,,,,,,,
697,0,697,106.684996140302999,-6.284999965342370,,,,,,,,
698,0,698,106.694996140035997,-6.284999965342370,,,,,,,,
699,0,699,106.704996139768994,-6.284999965342370,,,,,,,,
700,0,700,106.714996139502006,-6.284999965342370,,,,,,,,
701,0,701,106.724996139235003,-6.284999965342370,,,,,,,,
702,0,702,106.734996138967006,-6.284999965342370,,,,,,,,
703,0,703,106.744996138700003,-6.284999965342370,,,,,,,,
704,0,704,106.754996138433000,-6.284999965342370,,,,,,,,
705,1,705,106.764996138165998,-6.284999965342370,BINTARO,PESANGGRAHAN,JAKARTA SELATAN,3174101002,317410,3174,4582039.698269999586046,13929.782351399999243
706,1,706,106.774996137898995,-6.284999965342370,PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,3174051002,317405,3174,6792864.177670000120997,13544.205173899999863
707,1,707,106.784996137632007,-6.284999965342370,PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,3174051002,317405,3174,6792864.177670000120997,13544.205173899999863
708,1,708,106.794996137365004,-6.284999965342370,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,3174061001,317406,3174,5893450.926160000264645,11584.977907099999356
709,1,709,106.804996137098001,-6.284999965342370,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,3174061001,317406,3174,5893450.926160000264645,11584.977907099999356
710,1,710,106.814996136830999,-6.284999965342370,CILANDAK TIMUR,PASAR MINGGU,JAKARTA SELATAN,3174041003,317404,3174,3824607.990000000223517,11530.951565499999560
711,1,711,106.824996136563996,-6.284999965342370,RAGUNAN,PASAR MINGGU,JAKARTA SELATAN,3174041004,317404,3174,4779189.064489999786019,12015.629158399999142
712,1,712,106.834996136296994,-6.284999965342370,JATI PADANG,PASAR MINGGU,JAKARTA SELATAN,3174041002,317404,3174,2396984.347920000087470,7167.022931110000172
713,1,713,106.844996136030005,-6.284999965342370,PEJATEN TIMUR,PASAR MINGGU,JAKARTA SELATAN,3174041005,317404,3174,2886428.998449999839067,15507.230104800000845
714,1,714,106.854996135763002,-6.284999965342370,BALE KAMBANG,KRAMAT JATI,JAKARTA TIMUR,3175041005,317504,3175,1682063.787040000082925,10981.262349399999948
715,1,715,106.864996135496000,-6.284999965342370,KAMPUNG TENGAH,KRAMAT JATI,JAKARTA TIMUR,3175041002,317504,3175,1950312.504780000075698,7252.332263829999647
716,1,716,106.874996135228997,-6.284999965342370,KRAMAT JATI,KRAMAT JATI,JAKARTA TIMUR,3175041001,317504,3175,1517014.336140000028536,6828.112253659999624
717,1,717,106.884996134961995,-6.284999965342370,PINANG RANTI,MAKASAR,JAKARTA TIMUR,3175081002,317508,3175,2370717.484209999907762,9188.026969559999998
718,1,718,106.894996134693997,-6.284999965342370,HALIM PERDANA KUSUMAH,MAKASAR,JAKARTA TIMUR,3175081004,317508,3175,12917468.819800000637770,19955.648740799999359
719,1,719,106.904996134426995,-6.284999965342370,LUBANG BUAYA,CIPAYUNG,JAKARTA TIMUR,3175101007,317510,3175,3625445.034320000093430,12632.841829200000575
720,0,720,106.914996134160006,-6.284999965342370,,,,,,,,
721,0,721,106.924996133893004,-6.284999965342370,,,,,,,,
722,0,722,106.934996133626001,-6.284999965342370,,,,,,,,
723,0,723,106.944996133358998,-6.284999965342370,,,,,,,,
724,0,724,106.954996133091996,-6.284999965342370,,,,,,,,
725,0,725,106.964996132824993,-6.284999965342370,,,,,,,,
726,0,726,106.974996132558005,-6.284999965342370,,,,,,,,
727,0,727,106.984996132291002,-6.284999965342370,,,,,,,,
728,0,728,106.994996132023999,-6.284999965342370,,,,,,,,
729,0,729,106.654996141103993,-6.294999965127320,,,,,,,,
730,0,730,106.664996140837005,-6.294999965127320,,,,,,,,
731,0,731,106.674996140570002,-6.294999965127320,,,,,,,,
732,0,732,106.684996140302999,-6.294999965127320,,,,,,,,
733,0,733,106.694996140035997,-6.294999965127320,,,,,,,,
734,0,734,106.704996139768994,-6.294999965127320,,,,,,,,
735,0,735,106.714996139502006,-6.294999965127320,,,,,,,,
736,0,736,106.724996139235003,-6.294999965127320,,,,,,,,
737,0,737,106.734996138967006,-6.294999965127320,,,,,,,,
738,0,738,106.744996138700003,-6.294999965127320,,,,,,,,
739,0,739,106.754996138433000,-6.294999965127320,,,,,,,,
740,0,740,106.764996138165998,-6.294999965127320,,,,,,,,
741,1,741,106.774996137898995,-6.294999965127320,LEBAK BULUS,CILANDAK,JAKARTA SELATAN,3174061002,317406,3174,4374061.658739999867976,13346.022286499999609
742,1,742,106.784996137632007,-6.294999965127320,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,3174061001,317406,3174,5893450.926160000264645,11584.977907099999356
743,1,743,106.794996137365004,-6.294999965127320,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,3174061001,317406,3174,5893450.926160000264645,11584.977907099999356
744,1,744,106.804996137098001,-6.294999965127320,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,3174061001,317406,3174,5893450.926160000264645,11584.977907099999356
745,1,745,106.814996136830999,-6.294999965127320,CILANDAK TIMUR,PASAR MINGGU,JAKARTA SELATAN,3174041003,317404,3174,3824607.990000000223517,11530.951565499999560
746,1,746,106.824996136563996,-6.294999965127320,RAGUNAN,PASAR MINGGU,JAKARTA SELATAN,3174041004,317404,3174,4779189.064489999786019,12015.629158399999142
747,1,747,106.834996136296994,-6.294999965127320,PASAR MINGGU,PASAR MINGGU,JAKARTA SELATAN,3174041001,317404,3174,1988727.688610000070184,7605.202891889999592
748,1,748,106.844996136030005,-6.294999965127320,PEJATEN TIMUR,PASAR MINGGU,JAKARTA SELATAN,3174041005,317404,3174,2886428.998449999839067,15507.230104800000845
749,1,749,106.854996135763002,-6.294999965127320,GEDONG,PASAR REBO,JAKARTA TIMUR,3175051001,317505,3175,2454387.305230000056326,9622.617428569999902
750,1,750,106.864996135496000,-6.294999965127320,GEDONG,PASAR REBO,JAKARTA TIMUR,3175051001,317505,3175,2454387.305230000056326,9622.617428569999902
751,1,751,106.874996135228997,-6.294999965127320,RAMBUTAN,CIRACAS,JAKARTA TIMUR,3175091005,317509,3175,2316600.329690000042319,11404.556453600000168
752,1,752,106.884996134961995,-6.294999965127320,PINANG RANTI,MAKASAR,JAKARTA TIMUR,3175081002,317508,3175,2370717.484209999907762,9188.026969559999998
753,1,753,106.894996134693997,-6.294999965127320,LUBANG BUAYA,CIPAYUNG,JAKARTA TIMUR,3175101007,317510,3175,3625445.034320000093430,12632.841829200000575
754,1,754,106.904996134426995,-6.294999965127320,LUBANG BUAYA,CIPAYUNG,JAKARTA TIMUR,3175101007,317510,3175,3625445.034320000093430,12632.841829200000575
755,0,755,106.914996134160006,-6.294999965127320,,,,,,,,
756,0,756,106.924996133893004,-6.294999965127320,,,,,,,,
757,0,757,106.934996133626001,-6.294999965127320,,,,,,,,
758,0,758,106.944996133358998,-6.294999965127320,,,,,,,,
759,0,759,106.954996133091996,-6.294999965127320,,,,,,,,
760,0,760,106.964996132824993,-6.294999965127320,,,,,,,,
761,0,761,106.974996132558005,-6.294999965127320,,,,,,,,
762,0,762,106.984996132291002,-6.294999965127320,,,,,,,,
763,0,763,106.994996132023999,-6.294999965127320,,,,,,,,
764,0,764,106.654996141103993,-6.304999964912270,,,,,,,,
765,0,765,106.664996140837005,-6.304999964912270,,,,,,,,
766,0,766,106.674996140570002,-6.304999964912270,,,,,,,,
767,0,767,106.684996140302999,-6.304999964912270,,,,,,,,
768,0,768,106.694996140035997,-6.304999964912270,,,,,,,,
769,0,769,106.704996139768994,-6.304999964912270,,,,,,,,
770,0,770,106.714996139502006,-6.304999964912270,,,,,,,,
771,0,771,106.724996139235003,-6.304999964912270,,,,,,,,
772,0,772,106.734996138967006,-6.304999964912270,,,,,,,,
773,0,773,106.744996138700003,-6.304999964912270,,,,,,,,
774,0,774,106.754996138433000,-6.304999964912270,,,,,,,,
775,0,775,106.764996138165998,-6.304999964912270,,,,,,,,
776,1,776,106.774996137898995,-6.304999964912270,LEBAK BULUS,CILANDAK,JAKARTA SELATAN,3174061002,317406,3174,4374061.658739999867976,13346.022286499999609
777,1,777,106.784996137632007,-6.304999964912270,LEBAK BULUS,CILANDAK,JAKARTA SELATAN,3174061002,317406,3174,4374061.658739999867976,13346.022286499999609
778,1,778,106.794996137365004,-6.304999964912270,PONDOK LABU,CILANDAK,JAKARTA SELATAN,3174061003,317406,3174,3500195.545890000183135,10151.687833899999532
779,1,779,106.804996137098001,-6.304999964912270,PONDOK LABU,CILANDAK,JAKARTA SELATAN,3174061003,317406,3174,3500195.545890000183135,10151.687833899999532
780,1,780,106.814996136830999,-6.304999964912270,RAGUNAN,PASAR MINGGU,JAKARTA SELATAN,3174041004,317404,3174,4779189.064489999786019,12015.629158399999142
781,1,781,106.824996136563996,-6.304999964912270,RAGUNAN,PASAR MINGGU,JAKARTA SELATAN,3174041004,317404,3174,4779189.064489999786019,12015.629158399999142
782,1,782,106.834996136296994,-6.304999964912270,KEBAGUSAN,PASAR MINGGU,JAKARTA SELATAN,3174041007,317404,3174,2783259.699380000121891,7505.193412939999689
783,1,783,106.844996136030005,-6.304999964912270,TANJUNG BARAT,JAGAKARSA,JAKARTA SELATAN,3174091005,317409,3174,3571336.798959999810904,10573.026184300000750
784,1,784,106.854996135763002,-6.304999964912270,TANJUNG BARAT,JAGAKARSA,JAKARTA SELATAN,3174091005,317409,3174,3571336.798959999810904,10573.026184300000750
785,1,785,106.864996135496000,-6.304999964912270,GEDONG,PASAR REBO,JAKARTA TIMUR,3175051001,317505,3175,2454387.305230000056326,9622.617428569999902
786,1,786,106.874996135228997,-6.304999964912270,RAMBUTAN,CIRACAS,JAKARTA TIMUR,3175091005,317509,3175,2316600.329690000042319,11404.556453600000168
787,1,787,106.884996134961995,-6.304999964912270,CEGER,CIPAYUNG,JAKARTA TIMUR,3175101008,317510,3175,2918243.625880000181496,10121.119737700000769
788,1,788,106.894996134693997,-6.304999964912270,CEGER,CIPAYUNG,JAKARTA TIMUR,3175101008,317510,3175,2918243.625880000181496,10121.119737700000769
789,1,789,106.904996134426995,-6.304999964912270,BAMBU APUS,CIPAYUNG,JAKARTA TIMUR,3175101006,317510,3175,3523215.995480000041425,11282.399656300000061
790,1,790,106.914996134160006,-6.304999964912270,SETU,CIPAYUNG,JAKARTA TIMUR,3175101005,317510,3175,2844123.506519999820739,11061.823172000000341
791,0,791,106.924996133893004,-6.304999964912270,,,,,,,,
792,0,792,106.934996133626001,-6.304999964912270,,,,,,,,
793,0,793,106.944996133358998,-6.304999964912270,,,,,,,,
794,0,794,106.954996133091996,-6.304999964912270,,,,,,,,
795,0,795,106.964996132824993,-6.304999964912270,,,,,,,,
796,0,796,106.974996132558005,-6.304999964912270,,,,,,,,
797,0,797,106.984996132291002,-6.304999964912270,,,,,,,,
798,0,798,106.994996132023999,-6.304999964912270,,,,,,,,
799,0,799,106.654996141103993,-6.314999964697220,,,,,,,,
800,0,800,106.664996140837005,-6.314999964697220,,,,,,,,
801,0,801,106.674996140570002,-6.314999964697220,,,,,,,,
802,0,802,106.684996140302999,-6.314999964697220,,,,,,,,
803,0,803,106.694996140035997,-6.314999964697220,,,,,,,,
804,0,804,106.704996139768994,-6.314999964697220,,,,,,,,
805,0,805,106.714996139502006,-6.314999964697220,,,,,,,,
806,0,806,106.724996139235003,-6.314999964697220,,,,,,,,
807,0,807,106.734996138967006,-6.314999964697220,,,,,,,,
808,0,808,106.744996138700003,-6.314999964697220,,,,,,,,
809,0,809,106.754996138433000,-6.314999964697220,,,,,,,,
810,0,810,106.764996138165998,-6.314999964697220,,,,,,,,
811,0,811,106.774996137898995,-6.314999964697220,,,,,,,,
812,1,812,106.784996137632007,-6.314999964697220,PONDOK LABU,CILANDAK,JAKARTA SELATAN,3174061003,317406,3174,3500195.545890000183135,10151.687833899999532
813,1,813,106.794996137365004,-6.314999964697220,PONDOK LABU,CILANDAK,JAKARTA SELATAN,3174061003,317406,3174,3500195.545890000183135,10151.687833899999532
814,0,814,106.804996137098001,-6.314999964697220,,,,,,,,
815,1,815,106.814996136830999,-6.314999964697220,JAGAKARSA,JAGAKARSA,JAKARTA SELATAN,3174091001,317409,3174,5080322.546579999849200,13008.565676300000632
816,1,816,106.824996136563996,-6.314999964697220,RAGUNAN,PASAR MINGGU,JAKARTA SELATAN,3174041004,317404,3174,4779189.064489999786019,12015.629158399999142
817,1,817,106.834996136296994,-6.314999964697220,KEBAGUSAN,PASAR MINGGU,JAKARTA SELATAN,3174041007,317404,3174,2783259.699380000121891,7505.193412939999689
818,1,818,106.844996136030005,-6.314999964697220,TANJUNG BARAT,JAGAKARSA,JAKARTA SELATAN,3174091005,317409,3174,3571336.798959999810904,10573.026184300000750
819,1,819,106.854996135763002,-6.314999964697220,CIJANTUNG,PASAR REBO,JAKARTA TIMUR,3175051003,317505,3175,2553847.540719999931753,9833.998574979999830
820,1,820,106.864996135496000,-6.314999964697220,SUSUKAN,CIRACAS,JAKARTA TIMUR,3175091004,317509,3175,2224663.973069999832660,6341.761828069999865
821,1,821,106.874996135228997,-6.314999964697220,CIRACAS,CIRACAS,JAKARTA TIMUR,3175091001,317509,3175,3998543.378339999821037,10737.714393500000369
822,1,822,106.884996134961995,-6.314999964697220,RAMBUTAN,CIRACAS,JAKARTA TIMUR,3175091005,317509,3175,2316600.329690000042319,11404.556453600000168
823,1,823,106.894996134693997,-6.314999964697220,CEGER,CIPAYUNG,JAKARTA TIMUR,3175101008,317510,3175,2918243.625880000181496,10121.119737700000769
824,1,824,106.904996134426995,-6.314999964697220,BAMBU APUS,CIPAYUNG,JAKARTA TIMUR,3175101006,317510,3175,3523215.995480000041425,11282.399656300000061
825,1,825,106.914996134160006,-6.314999964697220,SETU,CIPAYUNG,JAKARTA TIMUR,3175101005,317510,3175,2844123.506519999820739,11061.823172000000341
826,0,826,106.924996133893004,-6.314999964697220,,,,,,,,
827,0,827,106.934996133626001,-6.314999964697220,,,,,,,,
828,0,828,106.944996133358998,-6.314999964697220,,,,,,,,
829,0,829,106.954996133091996,-6.314999964697220,,,,,,,,
830,0,830,106.964996132824993,-6.314999964697220,,,,,,,,
831,0,831,106.974996132558005,-6.314999964697220,,,,,,,,
832,0,832,106.984996132291002,-6.314999964697220,,,,,,,,
833,0,833,106.994996132023999,-6.314999964697220,,,,,,,,
834,0,834,106.654996141103993,-6.324999964482170,,,,,,,,
835,0,835,106.664996140837005,-6.324999964482170,,,,,,,,
836,0,836,106.674996140570002,-6.324999964482170,,,,,,,,
837,0,837,106.684996140302999,-6.324999964482170,,,,,,,,
838,0,838,106.694996140035997,-6.324999964482170,,,,,,,,
839,0,839,106.704996139768994,-6.324999964482170,,,,,,,,
840,0,840,106.714996139502006,-6.324999964482170,,,,,,,,
841,0,841,106.724996139235003,-6.324999964482170,,,,,,,,
842,0,842,106.734996138967006,-6.324999964482170,,,,,,,,
843,0,843,106.744996138700003,-6.324999964482170,,,,,,,,
844,0,844,106.754996138433000,-6.324999964482170,,,,,,,,
845,0,845,106.764996138165998,-6.324999964482170,,,,,,,,
846,0,846,106.774996137898995,-6.324999964482170,,,,,,,,
847,0,847,106.784996137632007,-6.324999964482170,,,,,,,,
848,0,848,106.794996137365004,-6.324999964482170,,,,,,,,
849,1,849,106.804996137098001,-6.324999964482170,CIGANJUR,JAGAKARSA,JAKARTA SELATAN,3174091003,317409,3174,3643060.636890000198036,11389.172595599999113
850,1,850,106.814996136830999,-6.324999964482170,JAGAKARSA,JAGAKARSA,JAKARTA SELATAN,3174091001,317409,3174,5080322.546579999849200,13008.565676300000632
851,1,851,106.824996136563996,-6.324999964482170,JAGAKARSA,JAGAKARSA,JAKARTA SELATAN,3174091001,317409,3174,5080322.546579999849200,13008.565676300000632
