x,y
106.654996141104,-6.0549999702885
106.664996140837,-6.0549999702885
106.67499614057,-6.0549999702885
106.684996140303,-6.0549999702885
106.694996140036,-6.0549999702885
106.704996139769,-6.0549999702885
106.714996139502,-6.0549999702885
106.984996132291,-6.0549999702885
106.994996132024,-6.0549999702885
106.654996141104,-6.06499997007346
106.664996140837,-6.06499997007346
106.67499614057,-6.06499997007346
106.684996140303,-6.06499997007346
106.694996140036,-6.06499997007346
106.704996139769,-6.06499997007346
106.714996139502,-6.06499997007346
106.994996132024,-6.06499997007346
106.654996141104,-6.07499996985841
106.664996140837,-6.07499996985841
106.67499614057,-6.07499996985841
106.684996140303,-6.07499996985841
106.694996140036,-6.07499996985841
106.704996139769,-6.07499996985841
106.714996139502,-6.07499996985841
106.724996139235,-6.07499996985841
106.734996138967,-6.07499996985841
106.994996132024,-6.07499996985841
106.654996141104,-6.08499996964336
106.664996140837,-6.08499996964336
106.67499614057,-6.08499996964336
106.684996140303,-6.08499996964336
106.694996140036,-6.08499996964336
106.704996139769,-6.08499996964336
106.714996139502,-6.08499996964336
106.724996139235,-6.08499996964336
106.734996138967,-6.08499996964336
106.974996132558,-6.08499996964336
106.984996132291,-6.08499996964336
106.994996132024,-6.08499996964336
106.654996141104,-6.09499996942831
106.664996140837,-6.09499996942831
106.67499614057,-6.09499996942831
106.684996140303,-6.09499996942831
106.694996140036,-6.09499996942831
106.704996139769,-6.09499996942831
106.714996139502,-6.09499996942831
106.724996139235,-6.09499996942831
106.734996138967,-6.09499996942831
106.7449961387,-6.09499996942831
106.794996137365,-6.09499996942831
106.804996137098,-6.09499996942831
106.814996136831,-6.09499996942831
106.874996135229,-6.09499996942831
106.884996134962,-6.09499996942831
106.894996134694,-6.09499996942831
106.904996134427,-6.09499996942831
106.91499613416,-6.09499996942831
106.924996133893,-6.09499996942831
106.934996133626,-6.09499996942831
106.944996133359,-6.09499996942831
106.954996133092,-6.09499996942831
106.964996132825,-6.09499996942831
106.974996132558,-6.09499996942831
106.984996132291,-6.09499996942831
106.994996132024,-6.09499996942831
106.654996141104,-6.10499996921326
106.664996140837,-6.10499996921326
106.67499614057,-6.10499996921326
106.684996140303,-6.10499996921326
106.694996140036,-6.10499996921326
106.704996139769,-6.10499996921326
106.714996139502,-6.10499996921326
106.724996139235,-6.10499996921326
106.734996138967,-6.10499996921326
106.7449961387,-6.10499996921326
106.754996138433,-6.10499996921326
106.764996138166,-6.10499996921326
106.774996137899,-6.10499996921326
106.784996137632,-6.10499996921326
106.794996137365,-6.10499996921326
106.804996137098,-6.10499996921326
106.814996136831,-6.10499996921326
106.834996136297,-6.10499996921326
106.854996135763,-6.10499996921326
106.864996135496,-6.10499996921326
106.874996135229,-6.10499996921326
106.884996134962,-6.10499996921326
106.894996134694,-6.10499996921326
106.904996134427,-6.10499996921326
106.91499613416,-6.10499996921326
