"code","country","year","month","technology","value","group"
"FI","Finland","2020","11","Wind",0.856726,"Renewable"
"FI","Finland","2020","11","Solar",0,"Renewable"
"FI","Finland","2020","11","Other Renewable",0.569386,"Renewable"
"FI","Finland","2020","11","Other",0.049472,"Fossil"
"FI","Finland","2020","12","Gas",0.474998,"Fossil"
"FI","Finland","2020","12","Coal",0.747769,"Fossil"
"FI","Finland","2020","12","Oil",0.001398,"Fossil"
"FI","Finland","2020","12","Hydro",1.333369,"Renewable"
"FI","Finland","2020","12","Nuclear",1.859587,"Nuclear"
"FI","Finland","2020","12","Wind",0.671375,"Renewable"
"FI","Finland","2020","12","Solar",0,"Renewable"
"FI","Finland","2020","12","Other Renewable",0.649967,"Renewable"
"FI","Finland","2020","12","Other",0.061168,"Fossil"
"FR","France","2020","1","Gas",5.127097,"Fossil"
"FR","France","2020","1","Coal",0.163921,"Fossil"
"FR","France","2020","1","Oil",0.160207,"Fossil"
"FR","France","2020","1","Hydro",5.740533,"Renewable"
"FR","France","2020","1","Nuclear",37.18172,"Nuclear"
"FR","France","2020","1","Wind",3.914294,"Renewable"
"FR","France","2020","1","Solar",0.455756,"Renewable"
"FR","France","2020","1","Other Renewable",0.405994,"Renewable"
"FR","France","2020","1","Other",0,"Fossil"
"FR","France","2020","2","Gas",3.593093,"Fossil"
"FR","France","2020","2","Coal",0.076115,"Fossil"
"FR","France","2020","2","Oil",0.176765,"Fossil"
"FR","France","2020","2","Hydro",5.619716,"Renewable"
"FR","France","2020","2","Nuclear",33.060685,"Nuclear"
"FR","France","2020","2","Wind",5.559812,"Renewable"
"FR","France","2020","2","Solar",0.685391,"Renewable"
"FR","France","2020","2","Other Renewable",0.370294,"Renewable"
"FR","France","2020","2","Other",0,"Fossil"
"FR","France","2020","3","Gas",3.428103,"Fossil"
"FR","France","2020","3","Coal",0.028467,"Fossil"
"FR","France","2020","3","Oil",0.135614,"Fossil"
"FR","France","2020","3","Hydro",6.833513,"Renewable"
"FR","France","2020","3","Nuclear",30.425207,"Nuclear"
"FR","France","2020","3","Wind",4.276509,"Renewable"
"FR","France","2020","3","Solar",1.052372,"Renewable"
"FR","France","2020","3","Other Renewable",0.394841,"Renewable"
"FR","France","2020","3","Other",0,"Fossil"
"FR","France","2020","4","Gas",0.520858,"Fossil"
"FR","France","2020","4","Coal",0.008756,"Fossil"
"FR","France","2020","4","Oil",0.098111,"Fossil"
"FR","France","2020","4","Hydro",4.676749,"Renewable"
"FR","France","2020","4","Nuclear",26.739569,"Nuclear"
"FR","France","2020","4","Wind",2.245997,"Renewable"
"FR","France","2020","4","Solar",1.294267,"Renewable"
"FR","France","2020","4","Other Renewable",0.36113,"Renewable"
"FR","France","2020","4","Other",0,"Fossil"
"FR","France","2020","5","Gas",1.142713,"Fossil"
"FR","France","2020","5","Coal",0.05099,"Fossil"
"FR","France","2020","5","Oil",0.102198,"Fossil"
"FR","France","2020","5","Hydro",6.099303,"Renewable"
"FR","France","2020","5","Nuclear",24.63424,"Nuclear"
"FR","France","2020","5","Wind",2.595334,"Renewable"
"FR","France","2020","5","Solar",1.548259,"Renewable"
"FR","France","2020","5","Other Renewable",0.37255,"Renewable"
"FR","France","2020","5","Other",0,"Fossil"
"FR","France","2020","6","Gas",2.397759,"Fossil"
"FR","France","2020","6","Coal",0.006461,"Fossil"
"FR","France","2020","6","Oil",0.113083,"Fossil"
"FR","France","2020","6","Hydro",5.83311,"Renewable"
"FR","France","2020","6","Nuclear",21.24718,"Nuclear"
"FR","France","2020","6","Wind",2.017404,"Renewable"
"FR","France","2020","6","Solar",1.384686,"Renewable"
"FR","France","2020","6","Other Renewable",0.360476,"Renewable"
"FR","France","2020","6","Other",0,"Fossil"
"FR","France","2020","7","Gas",2.474926,"Fossil"
"FR","France","2020","7","Coal",0.143251,"Fossil"
"FR","France","2020","7","Oil",0.131791,"Fossil"
"FR","France","2020","7","Hydro",4.396248,"Renewable"
"FR","France","2020","7","Nuclear",22.426817,"Nuclear"
"FR","France","2020","7","Wind",2.079707,"Renewable"
"FR","France","2020","7","Solar",1.666903,"Renewable"
"FR","France","2020","7","Other Renewable",0.407766,"Renewable"
"FR","France","2020","7","Other",0,"Fossil"
"FR","France","2020","8","Gas",2.448744,"Fossil"
"FR","France","2020","8","Coal",0.060627,"Fossil"
"FR","France","2020","8","Oil",0.107929,"Fossil"
"FR","France","2020","8","Hydro",3.199746,"Renewable"
"FR","France","2020","8","Nuclear",22.804739,"Nuclear"
"FR","France","2020","8","Wind",2.000706,"Renewable"
"FR","France","2020","8","Solar",1.458254,"Renewable"
"FR","France","2020","8","Other Renewable",0.378239,"Renewable"
"FR","France","2020","8","Other",0,"Fossil"
"FR","France","2020","9","Gas",2.516756,"Fossil"
"FR","France","2020","9","Coal",0.272165,"Fossil"
"FR","France","2020","9","Oil",0.11674,"Fossil"
"FR","France","2020","9","Hydro",2.834102,"Renewable"
"FR","France","2020","9","Nuclear",21.596393,"Nuclear"
"FR","France","2020","9","Wind",2.137681,"Renewable"
"FR","France","2020","9","Solar",1.177037,"Renewable"
"FR","France","2020","9","Other Renewable",0.37311,"Renewable"
"FR","France","2020","9","Other",0,"Fossil"
"FR","France","2020","10","Gas",2.29982,"Fossil"
"FR","France","2020","10","Coal",0.104361,"Fossil"
"FR","France","2020","10","Oil",0.128124,"Fossil"
"FR","France","2020","10","Hydro",4.429451,"Renewable"
"FR","France","2020","10","Nuclear",28.09728,"Nuclear"
"FR","France","2020","10","Wind",4.127109,"Renewable"
"FR","France","2020","10","Solar",0.74408,"Renewable"
"FR","France","2020","10","Other Renewable",0.336289,"Renewable"
"FR","France","2020","10","Other",0,"Fossil"
"FR","France","2020","11","Gas",4.150565,"Fossil"
"FR","France","2020","11","Coal",0.143988,"Fossil"
"FR","France","2020","11","Oil",0.144821,"Fossil"
"FR","France","2020","11","Hydro",4.023741,"Renewable"
"FR","France","2020","11","Nuclear",31.397395,"Nuclear"
"FR","France","2020","11","Wind",3.094058,"Renewable"
"FR","France","2020","11","Solar",0.631805,"Renewable"
"FR","France","2020","11","Other Renewable",0.420328,"Renewable"
"FR","France","2020","11","Other",0,"Fossil"
"FR","France","2020","12","Gas",4.379376,"Fossil"
"FR","France","2020","12","Coal",0.319821,"Fossil"
"FR","France","2020","12","Oil",0.157278,"Fossil"
"FR","France","2020","12","Hydro",5.081404,"Renewable"
"FR","France","2020","12","Nuclear",34.269146,"Nuclear"
"FR","France","2020","12","Wind",4.246544,"Renewable"
"FR","France","2020","12","Solar",0.339714,"Renewable"
"FR","France","2020","12","Other Renewable",0.434926,"Renewable"
"FR","France","2020","12","Other",0,"Fossil"
"GR","Greece","2020","1","Gas",1.755938,"Fossil"
"GR","Greece","2020","1","Coal",1.058173,"Fossil"
"GR","Greece","2020","1","Oil",0,"Fossil"
"GR","Greece","2020","1","Hydro",0,"Renewable"
"GR","Greece","2020","1","Nuclear",0,"Nuclear"
"GR","Greece","2020","1","Wind",0.589591,"Renewable"
"GR","Greece","2020","1","Solar",0.222047,"Renewable"
"GR","Greece","2020","1","Other Renewable",0,"Renewable"
"GR","Greece","2020","1","Other",0,"Fossil"
"GR","Greece","2020","2","Gas",1.284578,"Fossil"
"GR","Greece","2020","2","Coal",0.7706,"Fossil"
"GR","Greece","2020","2","Oil",0,"Fossil"
"GR","Greece","2020","2","Hydro",0,"Renewable"
"GR","Greece","2020","2","Nuclear",0,"Nuclear"
"GR","Greece","2020","2","Wind",0.614393,"Renewable"
"GR","Greece","2020","2","Solar",0.271428,"Renewable"
"GR","Greece","2020","2","Other Renewable",0,"Renewable"
"GR","Greece","2020","2","Other",0,"Fossil"
"GR","Greece","2020","3","Gas",1.214705,"Fossil"
"GR","Greece","2020","3","Coal",0.461556,"Fossil"
"GR","Greece","2020","3","Oil",0,"Fossil"
"GR","Greece","2020","3","Hydro",0,"Renewable"
"GR","Greece","2020","3","Nuclear",0,"Nuclear"
"GR","Greece","2020","3","Wind",0.636951,"Renewable"
"GR","Greece","2020","3","Solar",0.318374,"Renewable"
"GR","Greece","2020","3","Other Renewable",0,"Renewable"
"GR","Greece","2020","3","Other",0,"Fossil"
"GR","Greece","2020","4","Gas",1.151414,"Fossil"
"GR","Greece","2020","4","Coal",0.337556,"Fossil"
"GR","Greece","2020","4","Oil",0,"Fossil"
"GR","Greece","2020","4","Hydro",0,"Renewable"
"GR","Greece","2020","4","Nuclear",0,"Nuclear"
"GR","Greece","2020","4","Wind",0.595892,"Renewable"
"GR","Greece","2020","4","Solar",0.348287,"Renewable"
"GR","Greece","2020","4","Other Renewable",0,"Renewable"
"GR","Greece","2020","4","Other",0,"Fossil"
"GR","Greece","2020","5","Gas",1.344877,"Fossil"
"GR","Greece","2020","5","Coal",0.214664,"Fossil"
"GR","Greece","2020","5","Oil",0,"Fossil"
"GR","Greece","2020","5","Hydro",0,"Renewable"
"GR","Greece","2020","5","Nuclear",0,"Nuclear"
"GR","Greece","2020","5","Wind",0.404285,"Renewable"
"GR","Greece","2020","5","Solar",0.414554,"Renewable"
"GR","Greece","2020","5","Other Renewable",0,"Renewable"
"GR","Greece","2020","5","Other",0,"Fossil"
"GR","Greece","2020","6","Gas",1.498117,"Fossil"
"GR","Greece","2020","6","Coal",0.215832,"Fossil"
"GR","Greece","2020","6","Oil",0,"Fossil"
"GR","Greece","2020","6","Hydro",0,"Renewable"
"GR","Greece","2020","6","Nuclear",0,"Nuclear"
"GR","Greece","2020","6","Wind",0.404425,"Renewable"
"GR","Greece","2020","6","Solar",0.425006,"Renewable"
"GR","Greece","2020","6","Other Renewable",0,"Renewable"
"GR","Greece","2020","6","Other",0,"Fossil"
"GR","Greece","2020","7","Gas",2.11698,"Fossil"
"GR","Greece","2020","7","Coal",0.300825,"Fossil"
"GR","Greece","2020","7","Oil",0,"Fossil"
"GR","Greece","2020","7","Hydro",0,"Renewable"
"GR","Greece","2020","7","Nuclear",0,"Nuclear"
"GR","Greece","2020","7","Wind",0.664002,"Renewable"
"GR","Greece","2020","7","Solar",0.461247,"Renewable"
"GR","Greece","2020","7","Other Renewable",0,"Renewable"
"GR","Greece","2020","7","Other",0,"Fossil"
"GR","Greece","2020","8","Gas",1.946688,"Fossil"
"GR","Greece","2020","8","Coal",0.345716,"Fossil"
"GR","Greece","2020","8","Oil",0,"Fossil"
"GR","Greece","2020","8","Hydro",0,"Renewable"
"GR","Greece","2020","8","Nuclear",0,"Nuclear"
"GR","Greece","2020","8","Wind",0.504691,"Renewable"
"GR","Greece","2020","8","Solar",0.441089,"Renewable"
"GR","Greece","2020","8","Other Renewable",0,"Renewable"
"GR","Greece","2020","8","Other",0,"Fossil"
"GR","Greece","2020","9","Gas",1.731379,"Fossil"
"GR","Greece","2020","9","Coal",0.322586,"Fossil"
"GR","Greece","2020","9","Oil",0,"Fossil"
"GR","Greece","2020","9","Hydro",0,"Renewable"
"GR","Greece","2020","9","Nuclear",0,"Nuclear"
"GR","Greece","2020","9","Wind",0.844259,"Renewable"
"GR","Greece","2020","9","Solar",0.374865,"Renewable"
"GR","Greece","2020","9","Other Renewable",0,"Renewable"
"GR","Greece","2020","9","Other",0,"Fossil"
"GR","Greece","2020","10","Gas",1.509787,"Fossil"
"GR","Greece","2020","10","Coal",0.343676,"Fossil"
"GR","Greece","2020","10","Oil",0,"Fossil"
"GR","Greece","2020","10","Hydro",0,"Renewable"
"GR","Greece","2020","10","Nuclear",0,"Nuclear"
"GR","Greece","2020","10","Wind",0.509355,"Renewable"
"GR","Greece","2020","10","Solar",0.3183,"Renewable"
"GR","Greece","2020","10","Other Renewable",0,"Renewable"
"GR","Greece","2020","10","Other",0,"Fossil"
"GR","Greece","2020","11","Gas",1.509412,"Fossil"
"GR","Greece","2020","11","Coal",0.630248,"Fossil"
"GR","Greece","2020","11","Oil",0,"Fossil"
"GR","Greece","2020","11","Hydro",0,"Renewable"
"GR","Greece","2020","11","Nuclear",0,"Nuclear"
"GR","Greece","2020","11","Wind",0.855119,"Renewable"
"GR","Greece","2020","11","Solar",0.228522,"Renewable"
"GR","Greece","2020","11","Other Renewable",0,"Renewable"
"GR","Greece","2020","11","Other",0,"Fossil"
"GR","Greece","2020","12","Gas",1.842289,"Fossil"
"GR","Greece","2020","12","Coal",0.844482,"Fossil"
"GR","Greece","2020","12","Oil",0,"Fossil"
"GR","Greece","2020","12","Hydro",0,"Renewable"
"GR","Greece","2020","12","Nuclear",0,"Nuclear"
"GR","Greece","2020","12","Wind",0.832497,"Renewable"
"GR","Greece","2020","12","Solar",0.150161,"Renewable"
"GR","Greece","2020","12","Other Renewable",0,"Renewable"
"GR","Greece","2020","12","Other",0,"Fossil"
"HR","Croatia","2020","1","Gas",0.304547,"Fossil"
"HR","Croatia","2020","1","Coal",0.055731,"Fossil"
"HR","Croatia","2020","1","Oil",0.008331,"Fossil"
"HR","Croatia","2020","1","Hydro",0.526848,"Renewable"
"HR","Croatia","2020","1","Nuclear",0,"Nuclear"
"HR","Croatia","2020","1","Wind",0.121619,"Renewable"
"HR","Croatia","2020","1","Solar",0.002818,"Renewable"
"HR","Croatia","2020","1","Other Renewable",0.08251,"Renewable"
"HR","Croatia","2020","1","Other",0,"Fossil"
"HR","Croatia","2020","2","Gas",0.278562,"Fossil"
"HR","Croatia","2020","2","Coal",0.136514,"Fossil"
"HR","Croatia","2020","2","Oil",0.004565,"Fossil"
"HR","Croatia","2020","2","Hydro",0.366353,"Renewable"
"HR","Croatia","2020","2","Nuclear",0,"Nuclear"
"HR","Croatia","2020","2","Wind",0.132852,"Renewable"
"HR","Croatia","2020","2","Solar",0.004018,"Renewable"
"HR","Croatia","2020","2","Other Renewable",0.077413,"Renewable"
"HR","Croatia","2020","2","Other",0,"Fossil"
"HR","Croatia","2020","3","Gas",0.215014,"Fossil"
"HR","Croatia","2020","3","Coal",0.045099,"Fossil"
"HR","Croatia","2020","3","Oil",0,"Fossil"
"HR","Croatia","2020","3","Hydro",0.450727,"Renewable"
"HR","Croatia","2020","3","Nuclear",0,"Nuclear"
"HR","Croatia","2020","3","Wind",0.200127,"Renewable"
"HR","Croatia","2020","3","Solar",0.006211,"Renewable"
"HR","Croatia","2020","3","Other Renewable",0.084473,"Renewable"
"HR","Croatia","2020","3","Other",0,"Fossil"
"HR","Croatia","2020","4","Gas",0.074395,"Fossil"
"HR","Croatia","2020","4","Coal",0.003598,"Fossil"
"HR","Croatia","2020","4","Oil",0,"Fossil"
"HR","Croatia","2020","4","Hydro",0.280636,"Renewable"
"HR","Croatia","2020","4","Nuclear",0,"Nuclear"
"HR","Croatia","2020","4","Wind",0.133317,"Renewable"
"HR","Croatia","2020","4","Solar",0.009309,"Renewable"
"HR","Croatia","2020","4","Other Renewable",0.081961,"Renewable"
"HR","Croatia","2020","4","Other",0,"Fossil"
"HR","Croatia","2020","5","Gas",0.209854,"Fossil"
"HR","Croatia","2020","5","Coal",0,"Fossil"
"HR","Croatia","2020","5","Oil",0,"Fossil"
"HR","Croatia","2020","5","Hydro",0.292305,"Renewable"
"HR","Croatia","2020","5","Nuclear",0,"Nuclear"
"HR","Croatia","2020","5","Wind",0.181962,"Renewable"
"HR","Croatia","2020","5","Solar",0.009177,"Renewable"
"HR","Croatia","2020","5","Other Renewable",0.083106,"Renewable"
"HR","Croatia","2020","5","Other",0,"Fossil"
"HR","Croatia","2020","6","Gas",0.205836,"Fossil"
"HR","Croatia","2020","6","Coal",0.113186,"Fossil"
"HR","Croatia","2020","6","Oil",0,"Fossil"
"HR","Croatia","2020","6","Hydro",0.333225,"Renewable"
"HR","Croatia","2020","6","Nuclear",0,"Nuclear"
"HR","Croatia","2020","6","Wind",0.098344,"Renewable"
"HR","Croatia","2020","6","Solar",0.009214,"Renewable"
"HR","Croatia","2020","6","Other Renewable",0.078292,"Renewable"
"HR","Croatia","2020","6","Other",0,"Fossil"
"HR","Croatia","2020","7","Gas",0.258401,"Fossil"
"HR","Croatia","2020","7","Coal",0.133686,"Fossil"
"HR","Croatia","2020","7","Oil",0,"Fossil"
"HR","Croatia","2020","7","Hydro",0.26167,"Renewable"
"HR","Croatia","2020","7","Nuclear",0,"Nuclear"
"HR","Croatia","2020","7","Wind",0.123847,"Renewable"
"HR","Croatia","2020","7","Solar",0.010273,"Renewable"
"HR","Croatia","2020","7","Other Renewable",0.081709,"Renewable"
"HR","Croatia","2020","7","Other",0,"Fossil"
"HR","Croatia","2020","8","Gas",0.239128,"Fossil"
"HR","Croatia","2020","8","Coal",0.1408,"Fossil"
"HR","Croatia","2020","8","Oil",0,"Fossil"
"HR","Croatia","2020","8","Hydro",0.250924,"Renewable"
"HR","Croatia","2020","8","Nuclear",0,"Nuclear"
"HR","Croatia","2020","8","Wind",0.130756,"Renewable"
"HR","Croatia","2020","8","Solar",0.009476,"Renewable"
"HR","Croatia","2020","8","Other Renewable",0.075055,"Renewable"
"HR","Croatia","2020","8","Other",0,"Fossil"
"HR","Croatia","2020","9","Gas",0.258619,"Fossil"
"HR","Croatia","2020","9","Coal",0.112082,"Fossil"
"HR","Croatia","2020","9","Oil",0,"Fossil"
"HR","Croatia","2020","9","Hydro",0.275085,"Renewable"
"HR","Croatia","2020","9","Nuclear",0,"Nuclear"
"HR","Croatia","2020","9","Wind",0.13821,"Renewable"
"HR","Croatia","2020","9","Solar",0.008039,"Renewable"
"HR","Croatia","2020","9","Other Renewable",0.078457,"Renewable"
"HR","Croatia","2020","9","Other",0,"Fossil"
"HR","Croatia","2020","10","Gas",0.261032,"Fossil"
"HR","Croatia","2020","10","Coal",0.126014,"Fossil"
"HR","Croatia","2020","10","Oil",0,"Fossil"
"HR","Croatia","2020","10","Hydro",0.647187,"Renewable"
"HR","Croatia","2020","10","Nuclear",0,"Nuclear"
"HR","Croatia","2020","10","Wind",0.127692,"Renewable"
"HR","Croatia","2020","10","Solar",0.005066,"Renewable"
"HR","Croatia","2020","10","Other Renewable",0.087443,"Renewable"
"HR","Croatia","2020","10","Other",0,"Fossil"
"HR","Croatia","2020","11","Gas",0.305343,"Fossil"
"HR","Croatia","2020","11","Coal",0.125034,"Fossil"
"HR","Croatia","2020","11","Oil",0.00538,"Fossil"
"HR","Croatia","2020","11","Hydro",0.440324,"Renewable"
"HR","Croatia","2020","11","Nuclear",0,"Nuclear"
"HR","Croatia","2020","11","Wind",0.143538,"Renewable"
"HR","Croatia","2020","11","Solar",0.002863,"Renewable"
"HR","Croatia","2020","11","Other Renewable",0.088095,"Renewable"
"HR","Croatia","2020","11","Other",0,"Fossil"
"HR","Croatia","2020","12","Gas",0.32483,"Fossil"
"HR","Croatia","2020","12","Coal",0.120992,"Fossil"
"HR","Croatia","2020","12","Oil",0.008856,"Fossil"
"HR","Croatia","2020","12","Hydro",0.885495,"Renewable"
"HR","Croatia","2020","12","Nuclear",0,"Nuclear"
"HR","Croatia","2020","12","Wind",0.18446,"Renewable"
"HR","Croatia","2020","12","Solar",0.001668,"Renewable"
"HR","Croatia","2020","12","Other Renewable",0.090624,"Renewable"
"HR","Croatia","2020","12","Other",0,"Fossil"
"HU","Hungary","2020","1","Gas",0.9032795,"Fossil"
"HU","Hungary","2020","1","Coal",0.31366325,"Fossil"
"HU","Hungary","2020","1","Oil",7.95e-05,"Fossil"
"HU","Hungary","2020","1","Hydro",0.01994875,"Renewable"
"HU","Hungary","2020","1","Nuclear",1.4395565,"Nuclear"
"HU","Hungary","2020","1","Wind",0.0384175,"Renewable"
"HU","Hungary","2020","1","Solar",0.04118275,"Renewable"
"HU","Hungary","2020","1","Other Renewable",0.1125275,"Renewable"
"HU","Hungary","2020","1","Other",0.05314525,"Fossil"
"HU","Hungary","2020","2","Gas",0.8522655,"Fossil"
"HU","Hungary","2020","2","Coal",0.30824725,"Fossil"
"HU","Hungary","2020","2","Oil",0.00017775,"Fossil"
"HU","Hungary","2020","2","Hydro",0.01833775,"Renewable"
"HU","Hungary","2020","2","Nuclear",1.0198115,"Nuclear"
"HU","Hungary","2020","2","Wind",0.103268,"Renewable"
"HU","Hungary","2020","2","Solar",0.0878415,"Renewable"
"HU","Hungary","2020","2","Other Renewable",0.1034055,"Renewable"
"HU","Hungary","2020","2","Other",0.0475145,"Fossil"
"HU","Hungary","2020","3","Gas",0.62646175,"Fossil"
"HU","Hungary","2020","3","Coal",0.33600225,"Fossil"
"HU","Hungary","2020","3","Oil",7.5e-07,"Fossil"
"HU","Hungary","2020","3","Hydro",0.014327,"Renewable"
"HU","Hungary","2020","3","Nuclear",1.35449875,"Nuclear"
"HU","Hungary","2020","3","Wind",0.07034675,"Renewable"
"HU","Hungary","2020","3","Solar",0.13264675,"Renewable"
"HU","Hungary","2020","3","Other Renewable",0.1098705,"Renewable"
"HU","Hungary","2020","3","Other",0.04510825,"Fossil"
"HU","Hungary","2020","4","Gas",0.40168225,"Fossil"
"HU","Hungary","2020","4","Coal",0.2123885,"Fossil"
"HU","Hungary","2020","4","Oil",4.15e-05,"Fossil"
"HU","Hungary","2020","4","Hydro",0.02212675,"Renewable"
"HU","Hungary","2020","4","Nuclear",1.376726,"Nuclear"
"HU","Hungary","2020","4","Wind",0.03941125,"Renewable"
"HU","Hungary","2020","4","Solar",0.200932,"Renewable"
"HU","Hungary","2020","4","Other Renewable",0.11300575,"Renewable"
"HU","Hungary","2020","4","Other",0.0449225,"Fossil"
"HU","Hungary","2020","5","Gas",0.38393,"Fossil"
"HU","Hungary","2020","5","Coal",0.22690375,"Fossil"
"HU","Hungary","2020","5","Oil",0.000402,"Fossil"
"HU","Hungary","2020","5","Hydro",0.02360025,"Renewable"
"HU","Hungary","2020","5","Nuclear",1.28202575,"Nuclear"
"HU","Hungary","2020","5","Wind",0.0742005,"Renewable"
"HU","Hungary","2020","5","Solar",0.17676575,"Renewable"
"HU","Hungary","2020","5","Other Renewable",0.100096,"Renewable"
"HU","Hungary","2020","5","Other",0.04875475,"Fossil"
"HU","Hungary","2020","6","Gas",0.54660175,"Fossil"
"HU","Hungary","2020","6","Coal",0.2226195,"Fossil"
"HU","Hungary","2020","6","Oil",0.000559,"Fossil"
"HU","Hungary","2020","6","Hydro",0.0171,"Renewable"
"HU","Hungary","2020","6","Nuclear",1.113441,"Nuclear"
"HU","Hungary","2020","6","Wind",0.0585085,"Renewable"
"HU","Hungary","2020","6","Solar",0.17068125,"Renewable"
"HU","Hungary","2020","6","Other Renewable",0.1063425,"Renewable"
"HU","Hungary","2020","6","Other",0.04491025,"Fossil"
"HU","Hungary","2020","7","Gas",0.6213945,"Fossil"
"HU","Hungary","2020","7","Coal",0.30634525,"Fossil"
"HU","Hungary","2020","7","Oil",0.0007735,"Fossil"
"HU","Hungary","2020","7","Hydro",0.02267075,"Renewable"
"HU","Hungary","2020","7","Nuclear",1.33344725,"Nuclear"
"HU","Hungary","2020","7","Wind",0.03326625,"Renewable"
"HU","Hungary","2020","7","Solar",0.20722275,"Renewable"
"HU","Hungary","2020","7","Other Renewable",0.10574075,"Renewable"
"HU","Hungary","2020","7","Other",0.034772,"Fossil"
"HU","Hungary","2020","8","Gas",0.660259,"Fossil"
"HU","Hungary","2020","8","Coal",0.356086,"Fossil"
"HU","Hungary","2020","8","Oil",2.5e-06,"Fossil"
"HU","Hungary","2020","8","Hydro",0.02002025,"Renewable"
"HU","Hungary","2020","8","Nuclear",0.9876285,"Nuclear"
"HU","Hungary","2020","8","Wind",0.03308275,"Renewable"
"HU","Hungary","2020","8","Solar",0.2105285,"Renewable"
"HU","Hungary","2020","8","Other Renewable",0.09691125,"Renewable"
"HU","Hungary","2020","8","Other",0.0321,"Fossil"
"HU","Hungary","2020","9","Gas",0.660344,"Fossil"
"HU","Hungary","2020","9","Coal",0.37461725,"Fossil"
"HU","Hungary","2020","9","Oil",0.000724,"Fossil"
"HU","Hungary","2020","9","Hydro",0.01279525,"Renewable"
"HU","Hungary","2020","9","Nuclear",1.32547025,"Nuclear"
"HU","Hungary","2020","9","Wind",0.034881,"Renewable"
"HU","Hungary","2020","9","Solar",0.17845275,"Renewable"
"HU","Hungary","2020","9","Other Renewable",0.07801525,"Renewable"
"HU","Hungary","2020","9","Other",0.0303975,"Fossil"
"HU","Hungary","2020","10","Gas",0.715057,"Fossil"
"HU","Hungary","2020","10","Coal",0.3816775,"Fossil"
"HU","Hungary","2020","10","Oil",0.0009125,"Fossil"
"HU","Hungary","2020","10","Hydro",0.01961825,"Renewable"
"HU","Hungary","2020","10","Nuclear",1.4285795,"Nuclear"
"HU","Hungary","2020","10","Wind",0.0646405,"Renewable"
"HU","Hungary","2020","10","Solar",0.1038705,"Renewable"
"HU","Hungary","2020","10","Other Renewable",0.112003,"Renewable"
"HU","Hungary","2020","10","Other",0.04222825,"Fossil"
"HU","Hungary","2020","11","Gas",0.90905375,"Fossil"
"HU","Hungary","2020","11","Coal",0.38102575,"Fossil"
"HU","Hungary","2020","11","Oil",1.975e-05,"Fossil"
"HU","Hungary","2020","11","Hydro",0.0194375,"Renewable"
"HU","Hungary","2020","11","Nuclear",1.160063,"Nuclear"
"HU","Hungary","2020","11","Wind",0.03088225,"Renewable"
"HU","Hungary","2020","11","Solar",0.0510055,"Renewable"
"HU","Hungary","2020","11","Other Renewable",0.09898875,"Renewable"
"HU","Hungary","2020","11","Other",0.045557,"Fossil"
"HU","Hungary","2020","12","Gas",0.73867325,"Fossil"
"HU","Hungary","2020","12","Coal",0.33355975,"Fossil"
"HU","Hungary","2020","12","Oil",1.5e-06,"Fossil"
"HU","Hungary","2020","12","Hydro",0.017055,"Renewable"
"HU","Hungary","2020","12","Nuclear",1.307805,"Nuclear"
"HU","Hungary","2020","12","Wind",0.05519425,"Renewable"
"HU","Hungary","2020","12","Solar",0.0328725,"Renewable"
"HU","Hungary","2020","12","Other Renewable",0.1236735,"Renewable"
"HU","Hungary","2020","12","Other",0.05513325,"Fossil"
"IE","Ireland","2020","1","Gas",0.5865845,"Fossil"
"IE","Ireland","2020","1","Coal",0.1998945,"Fossil"
"IE","Ireland","2020","1","Oil",0.1954615,"Fossil"
"IE","Ireland","2020","1","Hydro",0.0748915,"Renewable"
"IE","Ireland","2020","1","Nuclear",0,"Nuclear"
"IE","Ireland","2020","1","Wind",1.1147795,"Renewable"
"IE","Ireland","2020","1","Solar",0,"Renewable"
"IE","Ireland","2020","1","Other Renewable",0,"Renewable"
"IE","Ireland","2020","1","Other",0.0008455,"Fossil"
"IE","Ireland","2020","2","Gas",0.3955445,"Fossil"
"IE","Ireland","2020","2","Coal",0.156717,"Fossil"
"IE","Ireland","2020","2","Oil",0.15626,"Fossil"
"IE","Ireland","2020","2","Hydro",0.084202,"Renewable"
"IE","Ireland","2020","2","Nuclear",0,"Nuclear"
"IE","Ireland","2020","2","Wind",1.464911,"Renewable"
"IE","Ireland","2020","2","Solar",0,"Renewable"
"IE","Ireland","2020","2","Other Renewable",0,"Renewable"
"IE","Ireland","2020","2","Other",0.0001615,"Fossil"
"IE","Ireland","2020","3","Gas",0.6044385,"Fossil"
"IE","Ireland","2020","3","Coal",0.183371,"Fossil"
"IE","Ireland","2020","3","Oil",0.216775,"Fossil"
"IE","Ireland","2020","3","Hydro",0.095664,"Renewable"
"IE","Ireland","2020","3","Nuclear",0,"Nuclear"
"IE","Ireland","2020","3","Wind",1.1244065,"Renewable"
"IE","Ireland","2020","3","Solar",0,"Renewable"
"IE","Ireland","2020","3","Other Renewable",0,"Renewable"
"IE","Ireland","2020","3","Other",0.001124,"Fossil"
"IE","Ireland","2020","4","Gas",0.8089275,"Fossil"
"IE","Ireland","2020","4","Coal",0.15284,"Fossil"
"IE","Ireland","2020","4","Oil",0.2606775,"Fossil"
"IE","Ireland","2020","4","Hydro",0.011073,"Renewable"
"IE","Ireland","2020","4","Nuclear",0,"Nuclear"
"IE","Ireland","2020","4","Wind",0.543557,"Renewable"
