jenis,kode_trayek,trayek,jumlah_penumpang
ANGKUTAN UMUM INTEGRASI,8D,BLOK M - JOGLO,77.245
ANGKUTAN UMUM INTEGRASI,8E,BLOK M - BINTARO KODAM,50.357
ANGKUTAN UMUM INTEGRASI,8K,TANAH ABANG - BATU SARI,27.604
ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,107.843
ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,63.057
ANGKUTAN UMUM INTEGRASI,9H,BLOK M - CIPEDAK,51.02
ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,9.877
ANGKUTAN UMUM INTEGRASI,11D,PULO GEBANG - PULO GADUNG (VIA PIK),80.394
TRANSJABODETABEK,11Q,PULO GEBANG - KAMPUNG MELAYU VIA BKT,58.751
TRANSJABODETABEK,11T,PULO GEBANG - STASIUN CAKUNG,393
TRANSJABODETABEK,11U,PULO GEBANG - CAKUNG - CILINCING,5.247
TRANSJABODETABEK,12A,KOTA - PELABUHAN KALIADEM,11.965
TRANSJABODETABEK,12B,PLUIT - SENEN,30.294
TRANSJABODETABEK,12E,HISTORY OF JAKARTA EXPLORER (KOTA TUA),4.591
TRANSJABODETABEK,12K,ASEMKA - EXPLORER,4.333
TRANSJABODETABEK,S23,BLOK M - REMPOA,37.467
TRANSJABODETABEK,,KOTA  KASABLANGKA - EPICENTRUM,7.409
TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,59.76
TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,38.055
TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,75.512
TRANSJABODETABEK,B13,BEKASI BARAT - BLOK M,17.022
TRANSJABODETABEK,B14,BEKASI BARAT - KUNINGAN,11.773
TRANSJABODETABEK,B22,BEKASI TIMUR - PASAR BARU,50.073
TRANSJABODETABEK,B23,BEKASI TIMUR - TEBET,938
TRANSJABODETABEK,B24,BEKASI TIMUR - KALIDERES,5.172
TRANSJABODETABEK,1K,BLOK M - CIBUBUR,10.164
ANGKUTAN EKSEKUTIF ROYAL TRANS ,,CIBUBUR - KOTA,6.724
ANGKUTAN EKSEKUTIF ROYAL TRANS ,,CIBUBUR - KUNINGAN,7.318
TRANSJABODETABEK,,TAMAN MINI - BALAI KOTA,1.375
TRANSJABODETABEK,,CINERE - KUNINGAN,118
TRANSJABODETABEK,,BINTARO - BLOK M,221
TRANSJABODETABEK,,BSD - BUNDERAN SENAYAN,220
TRANSJABODETABEK,D11,DEPOK - BNN,86.903
TRANSJABODETABEK,S11,SERPONG - GROGOL 2,110.396
TRANSJABODETABEK,S21,CIPUTAT - TOSARI,151.138
TRANSJABODETABEK,S22,CIPUTAT - KP. RAMBUTAN,98.982
TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,205.045
TRANSJABODETABEK,T12,PORIS PLAWAD - PASAR BARU,73.676
TRANSJABODETABEK,7C,CIBUBUR JUNCTION - UKI,165.594
TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,92.197
TRANSJABODETABEK,,PONDOK CABE - TANAH ABANG,4.886
TRANSJABODETABEK,,JATIJAJAR - LEBAK BULUS,8.007
ANGKUTAN UMUM LAINNYA ,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),376.42
ANGKUTAN UMUM LAINNYA ,GR2,TANAH ABANG EXPLORER,275.925
ANGKUTAN UMUM LAINNYA ,,POLDA - GBK (VIA SCBD),31.098
ANGKUTAN UMUM LAINNYA ,JAK-1,TANJUNG PRIOK-PLUMPANG,61.568
ANGKUTAN UMUM LAINNYA ,JAK-2,DUREN SAWIT - KAMPUNG MELAYU,58.085
ANGKUTAN UMUM LAINNYA ,JAK-3,LEBAK BULUS - PONDOK LABU,52.338
ANGKUTAN UMUM LAINNYA ,JAK-4,GROGOL - TUBAGUS ANGKE,63.17
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-5,SEMPER - ROROTAN,86.417
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,78.927
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-7,TANAH ABANG-TAWAKAL,74.65
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-10,TANAH ABANG-KOTA,7.539
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-11,TANAH ABANG-KEBAYORAN LAMA,25.63
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,16.199
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-14,TANAH ABANG-MERUYA,42.993
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-15,BULAK TURI - TANJUNG PRIOK,168.002
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-16,PGC - CONDET,148.957
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-17,PULOGADUNG - SENEN ,50.003
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-18,KALIBATA - KUNINGAN,35.826
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-19,PINANG RANTI - SETU,213.021
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-20,LUBANG BUAYA - CAWANG UKI,97.934
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-21,DWIKORA - CILILITAN,129.081
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-22,DWIKORA - PENAS,33.78
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-24,PULOGADUNG-PASAR SENEN,27.001
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-25,PASAR REBO - KALISARI,68.965
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-26,RAWAMANGUN-KALIMALANG,60.744
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-27,PULOGEBANG - ROROTAN,80.441
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-28,PASAR REBO - TAMAN WILADATIKA,79.434
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-29,TANJUNG PRIOK - KELAPA GADING,137.019
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-30,MERUYA - CITRALAND,198.368
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-31,BLOK M - PONDOK LABU,108.188
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-32,PETUKANGAN - LEBAK BULUS,125.658
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-33,PULO GADUNG - KOTA,61.742
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,120.507
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-45,LEBAK BULUS-RAGUNAN,78.309
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-50,KALIDERES - PURIKEMBANGAN,35.633
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-51,TAMAN KOTA - BUDI LUHUR,85.194
ANGKUTAN WISATA,JAK-58,ISLAMIC - ROROTAN,22.806
ANGKUTAN WISATA,JAK-59,RAWAMANGUN-RAWASENGON,84.391
ANGKUTAN WISATA,JAK-61,PULOGADUNG-CEMPAKA MAS,25.353
ANGKUTAN WISATA,BW1,HISTORY OF JAKARTA,122.567
ANGKUTAN WISATA,BW2,JAKARTA MODERN,57.019
ANGKUTAN WISATA,BW3,PENCAKAR LANGIT,40.776
ANGKUTAN WISATA,BW5,WISATA KALIJODO,30.993
ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,3.923
ANGKUTAN WISATA,BW7,JAKARTA SHOPING MALL,9.723
ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,13.941
ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,28.74
ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,4.613
ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,29.417
ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,7.584
ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,5
ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,2.679
ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,6.45
ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,54.691
ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,9.02
ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,7.239
ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,26.966
ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8.345
ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,38.567
ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,2.921
ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,2.866
ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,7.447
ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,8.807
ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),7.467
ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,26.661
ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,4.576
 ANGKUTAN UMUM LAINNYA ,TJC,TRANSJAKARTA CARES,3.921
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN MARUNDA - BALAI KOTA,86
 ANGKUTAN UMUM LAINNYA ,,ACARA MUI DKI MONAS,0
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PRAMUKA NAHDATUL ULAMA,0
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PKK CIBUBUR,0
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PAUD,0
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN RUSUN MARUNDA,108
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PAGUYUBAN LANSIA JAKSEL,112
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN MARUNDA - RAGUNAN,226
 ANGKUTAN UMUM LAINNYA ,,GRATIS GATE NON BRT,2.853
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PNS DKI DAN PENSIUNAN PNS,41.16
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS TENAGA KONTRAK DKI,19.726
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENERIMA KJP,40.072
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS KARYAWAN SWASTA TERTENTU,3.305
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENGHUNI RUMAH SUSUN,25.818
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS KTP KEPULAUAN SERIBU,863
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENERIMA RASKIN,1.639
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS TNI/POLRI,0
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS VETERAN,0
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENYANDANG DISABILITAS,7.83
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS LANSIA,365.26
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS MARBOT,16
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PAUD,6.741
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS JUMANTIK,6.493
