OID_,x,y,fid_1,dist_1,ang_1,fid_2,dist_2,ang_2,fid_3,dist_3,ang_3,fid_4,dist_4,ang_4,fid_5,dist_5,ang_5,fid_6,dist_6,ang_6,fid_7,dist_7,ang_7,fid_8,dist_8,ang_8,fid_9,dist_9,ang_9,fid_0,dist_0,ang_0
246,106.724996139235003,-6.154999968138010,1,9993.975097359169013,79.568152917687783,1,10941.829184745105522,99.491028384531973,1,11595.979418722665287,134.881071854929502,1,8280.884396872485013,109.164285156240780,1,8297.869066806339106,109.279839909320373,1,12541.801059579760476,114.818574448759776,1,16862.864257943827397,97.719575276672884,1,15078.327647123109273,108.936313048827586,1,12028.359800333366366,77.831325054918992,1,136.237805998797654,11.388478873547401
247,106.734996138967006,-6.154999968138010,1,8907.706082234675705,78.277855504561472,1,9851.848241268968195,100.551370378665638,1,10839.488933453056234,138.972220220332815,1,7244.516132388328515,112.037978340736942,1,7262.319221388136611,112.163130306601857,1,11546.550411399712175,117.123412519091616,1,15766.773991161762751,98.258745263241423,1,14036.001320897368714,110.401560315427091,1,10944.827894855165141,78.121049580397042,1,42.874778189148266,2.928515941954771
248,106.744996138700003,-6.154999968138010,1,7827.202247623546100,76.630430842533016,1,8766.084069244150669,101.875065029993991,1,10147.347442469063026,143.691032537588939,1,6232.413008928957424,115.857602554572736,1,6251.233424875116725,115.991811231804746,1,10573.493435930829946,119.857708107888257,1,14672.291652970046925,98.878496379863023,1,13004.330103217340366,112.100642337453067,1,9864.344153985042794,76.796462655747717,1,5.851659364595416,-176.178571413435634
249,106.754996138433000,-6.154999968138010,1,6752.756273299176428,75.194108814972139,1,7686.323958128643426,103.571942037466982,1,9532.377903261636675,148.940315953480905,1,5258.604487875423729,121.123423632111468,1,5278.688154289841805,121.262953005539543,1,9629.360660009535422,123.137050050461340,1,13579.806137855384804,99.598146934236098,1,11986.065748424376579,114.090512651252155,1,8785.438493480762190,77.544405668513875,1,81.216756650036814,-152.892830138170893
250,106.764996138165998,-6.154999968138010,1,5682.005047402658420,75.609822266512353,1,6615.508178743561075,105.820864979935990,1,9010.107056313681824,154.845206293059903,1,4348.891754971319642,128.681406799194860,1,4370.488088130715369,128.813857817249783,1,8723.548156425356865,127.112955325276431,1,12489.841196026103717,100.443650151585047,1,10984.936962774918356,116.446476076470674,1,7702.807583478243032,83.546147562925540,1,286.698605524923664,145.464699848397771
251,106.774996137898995,-6.154999968138010,1,4613.797286438613810,74.297534263463049,1,5558.808256684700609,108.931450331858997,1,8598.193090420096269,161.535344909490249,1,3552.856339358324021,139.907561637122910,1,3575.999590878483559,139.999007145355563,1,7869.300008658835395,131.980186932045513,1,11403.119777038764369,101.450665146608969,1,10006.088544507803817,119.269083842330843,1,6604.174643924043266,82.465581202597008,1,761.074418042137381,-124.952963874061979
252,106.784996137632007,-6.154999968138010,1,3539.591387931283862,75.442714332979932,1,4526.121773492898683,113.480764054197948,1,8314.179669003753588,168.788410764582949,1,2950.888815190819514,146.194892123203488,1,2987.368318245912633,156.485856611842166,1,7085.291616576773777,137.976677604983252,1,10319.317834233925169,102.050640028529699,1,9056.747528000531020,122.693395419384444,1,5508.823805393628390,80.954788684128928,1,774.991807069602942,127.090126703946993
253,106.794996137365004,-6.154999968138010,1,2465.914167027018721,76.132825535978810,1,3538.535906603288822,120.638844367247003,1,8171.413997943767754,176.422520384947489,1,2333.318204011827675,145.612136537985435,1,2740.612218717064934,178.220229686107587,1,6397.399256223618067,145.359910830120697,1,9239.775519973429255,103.482564162837917,1,8147.235420739878464,126.900387919060819,1,4419.196375615625584,78.696959354337963,1,122.760717111422963,-37.499468154824534
254,106.804996137098001,-6.154999968138010,1,1385.749586826478208,77.104619823274135,1,2647.021308189574484,132.941278707852774,1,8177.297439999367271,-175.814789324474390,1,1849.308364084185541,167.292633442359318,1,2923.615977748897876,-159.546447374114621,1,5839.688401742957467,154.329927524310051,1,8167.532936275573775,105.291991232041724,1,7292.469573588546154,132.127871155643305,1,3340.896770308455871,74.972700931193557,1,1083.085371998676010,-73.780421929843627
255,106.814996136830999,-6.154999968138010,1,307.770030489074429,77.591363389119991,1,1985.506373806218789,155.258905566447709,1,8331.515109244399355,-168.202172812220255,1,1538.979380604376047,155.678648326345382,1,3469.019297760151403,-142.153281577248237,1,5452.255359210817005,164.871412948398046,1,7102.742451959371465,104.638310315872033,1,6514.029237847023069,138.582000314130511,1,2274.397777026699714,75.800258441287269,1,1092.585537943139798,178.493758212220797
256,106.824996136563996,-6.154999968138010,1,735.420789472858246,-102.056417182485703,1,1816.693347187639802,-173.091223076957618,1,8626.114913735447772,-160.987835350049949,1,1472.685645594762718,-162.695911882384706,1,4239.180208584167303,-130.256068450595706,1,5272.769752496488763,176.561543233395184,1,6025.685639333955805,104.412684284156171,1,5825.622499883718774,144.075191463114152,1,1201.396914383093872,75.799413834555125,1,1255.674167647667218,-148.647642681145186
257,106.834996136296994,-6.154999968138010,1,1815.373087892047351,-103.473667883159877,1,2238.108856736389953,-143.689685157518653,1,9047.393880094856286,-154.347061405830090,1,2088.896456471136389,-132.307283205445174,1,5133.096042330073033,-122.577676226944945,1,5319.440943983076977,-171.664608821843785,1,4960.595247162685155,107.244793720813902,1,5200.359510942257657,146.108406987908722,1,128.400386922313515,75.798342331108060,1,543.571428919171353,138.373242774420362
258,106.844996136030005,-6.154999968138010,1,2887.154966662043535,-103.087677089794497,1,3027.856690917299147,-126.559195300668989,1,9578.652204346837607,-148.369265982736920,1,3001.369468983043589,-117.935838594702503,1,6094.973202843695617,-116.967388964411839,1,5588.240639648731303,-160.364263997043764,1,3917.141111128532884,110.844933937372872,1,4657.830966167995939,155.236126892044012,1,924.487375150962635,-104.384889839580524,1,193.593488968701621,131.844757293685234
259,106.854996135763002,-6.154999968138010,1,3968.371291151604055,-101.268809569377737,1,3971.611812880242269,-117.162022488238094,1,10202.724340596505499,-143.070503841992462,1,4012.853568547431678,-110.512472777179980,1,7095.424093111883849,-113.375200073256863,1,6050.644546309546968,-150.444399298004384,1,2903.550484202743519,116.492620172665994,1,4287.880473758682456,165.924966616925985,1,1994.742938702135461,-103.255737873373022,1,287.153500574576299,-30.817110060378820
260,106.864996135496000,-6.154999968138010,1,5004.189897337503680,-110.831581635803659,1,4981.697792276996552,-111.412011316170094,1,10903.685256387247136,-138.417240508466648,1,5064.366944267372673,-106.121275993045771,1,8123.278229129572537,-110.277376167445297,1,6666.487004897483530,-142.141527248133400,1,1975.637543993315603,130.963505622753217,1,4118.296597193657362,175.014917974343405,1,3069.191627093923671,-103.932984337603983,1,922.959836937341606,-66.605072702722893
261,106.874996135228997,-6.154999968138010,1,6051.468719353655615,-107.103200571549237,1,6025.460943215107363,-107.648207692136367,1,11667.685529099435371,-134.349349919508171,1,6135.362821029404586,-103.250995887295531,1,9169.527962368085355,-107.880855706367186,1,7397.545788450244800,-135.358400560675733,1,1329.379489201743354,159.974899755696640,1,4080.623928435945800,-176.570145004631627,1,4142.797485567652075,-103.520250449947952,1,1023.221637321831054,121.328041002090941
262,106.884996134961995,-6.154999968138010,1,7116.787202331165645,-104.482674207629969,1,7088.134435335849957,-104.935768570987364,1,12483.155967701204645,-130.796939068353396,1,7217.173000898513237,-101.237477917961954,1,9990.123032149305800,-167.224057982181705,1,8213.111644118944241,-129.857120903011833,1,1408.750484142776259,-152.450160339483233,1,4256.066587662138772,-164.479156847946285,1,5216.640003659029389,-105.487166045970014,1,44.451747870930156,163.561243497315388
263,106.894996134693997,-6.154999968138010,1,8193.111484015047608,-102.547588980236270,1,8162.497937876794822,-102.984864537582638,1,13340.661306221703853,-127.690551865756433,1,8305.572832668938645,-99.750362835978237,1,10288.796635407650683,-162.539974976962867,1,9090.467894535137020,-125.382776664839511,1,2156.839663000715973,-125.387505594532627,1,4661.850784440904135,-152.034286770180245,1,6288.274214781758928,-103.202134497655834,1,805.570716127311812,-56.330875272745061
264,106.904996134426995,-6.154999968138010,1,9276.611383415915043,-101.063280691066709,1,9244.360092242819519,-101.444294870352209,1,14232.605753564073893,-124.966371782350762,1,9398.273072452320775,-98.608546614904739,1,10652.287990592963979,-158.087472559987162,1,10013.385680662840969,-121.714180213934867,1,3125.601927164514109,-113.554893678605424,1,5272.300565719488077,-141.349851008968130,1,7361.808421196376912,-104.631572358194006,1,1827.604282926648239,-75.107330939762292
