OID_,x,y,fid_1,dist_1,ang_1,fid_2,dist_2,ang_2,fid_3,dist_3,ang_3,fid_4,dist_4,ang_4,fid_5,dist_5,ang_5,fid_6,dist_6,ang_6,fid_7,dist_7,ang_7,fid_8,dist_8,ang_8,fid_9,dist_9,ang_9,fid_0,dist_0,ang_0
13,106.684996140302999,-6.064999970073460,1,16418.474268112240679,119.738004790469816,1,19232.132522450956458,127.688840501029645,1,22106.882329368814680,145.062574034986028,1,17624.374888185731834,135.972273064123669,1,17647.067618220393342,135.995928086900165,1,21944.493583935287461,133.906667402882590,1,24190.318261137515947,117.719121589949253,1,23868.935509263181302,128.464538688882271,1,17691.892824851427577,114.065029103518853,1,10073.810395286720450,167.250454054290572
14,106.694996140035997,-6.064999970073460,1,15467.003593205230572,121.771466409982693,1,18368.577930227744218,129.799302240436191,1,21491.941459446785302,147.466964863497367,1,16873.774195029767725,138.674847263235648,1,16896.784970220145624,138.695895696154452,1,21160.851674249497592,135.984666709034030,1,23216.060390307819034,118.988905754178191,1,23012.455597835316439,130.178144457749568,1,16687.207009304274834,115.614039050294366,1,9888.617548211792382,173.517846263972814
15,106.704996139768994,-6.064999970073460,1,14537.561380432040096,124.068224980519588,1,17532.393672164893360,132.114528122366295,1,20917.432081798197032,150.023160532978864,1,16164.167843727953368,141.621816038245242,1,16187.467045949393651,141.639569079644048,1,20407.174822239270725,138.219323205123374,1,22254.210439896756725,120.369227418317692,1,22178.152629005111521,132.022473538699444,1,15696.283316395632937,117.360113553842083,1,9808.109000617678248,171.059389721480670
16,106.714996139502006,-6.064999970073460,1,13634.653259806527785,126.673914868294418,1,16727.684820749498613,134.657059553762906,1,20386.453261459413625,152.658902570728969,1,15501.186718879489490,144.830039921666952,1,15524.729840861886260,144.843708027971445,1,19686.904799990814354,140.621421691150061,1,21306.448891373780498,121.873336671541153,1,21368.624348279488913,134.008777750280558,1,14721.900973335588787,119.339439117544089,1,9697.911271389279136,177.532872010394016
17,106.994996132023999,-6.064999970073460,1,21635.596689007568784,-112.108146966728043,1,22373.470856161577103,-121.708216434049305,1,28206.882177946114098,-129.950171291710149,1,22356.053367824664747,-120.545809289935519,1,24105.300439318350982,-146.499745216064269,1,23939.055348768986732,-129.474616531994172,1,17030.178220805006276,-131.135656906143112,1,19330.573283635541884,-136.714973871880289,1,19538.498158725578833,-111.728834216435544,1,12280.261353286960002,-114.008622934561387
18,106.654996141103993,-6.074999969858410,1,18933.896575862487225,111.825140974629036,1,21382.320548544004851,119.882246382456159,1,23342.638634836843266,136.835266172066696,1,19395.828383070842392,126.609649920542367,1,19417.034508290489612,126.641758560573749,1,23773.140893640069407,126.417582472882359,1,26730.570275488902553,112.478211884194664,1,25947.432095439758996,121.980278059642728,1,20410.587654366503557,107.417085302357393,1,10332.796715810729438,147.553581607705155
19,106.664996140837005,-6.074999969858410,1,17910.982010192536109,113.140678082112473,1,20429.948306013804540,121.428085921217345,1,22599.772399751127523,138.881626912139438,1,18518.996669307394768,128.651461771113475,1,18540.576921473424591,128.682731133792743,1,22891.765983258599590,128.061575183800073,1,25711.168150944107765,113.420325116369568,1,25015.319540203054203,123.322169157567444,1,19357.189653053799702,108.396808986069345,1,9783.580027183204948,153.031676276533744
20,106.674996140570002,-6.074999969858410,1,16898.658410861880839,114.614752731465700,1,19493.905123047738016,123.123767547832315,1,21887.685483907836897,141.064115901677184,1,17668.012685135672655,130.893098931634540,1,17689.972041067063401,130.923111880613192,1,22030.749462880095962,129.835671968656328,1,24699.298764000250230,114.439969405385696,1,24097.996941775058076,124.767107572043130,1,18310.108544056573010,109.488997365324892,1,9333.844949856738822,159.098212904370030
21,106.684996140302999,-6.074999969858410,1,15898.949061702385734,116.275489872673162,1,18576.659627154927875,124.988727765282263,1,21209.478334316547262,143.389779355831791,1,16846.793914602163568,133.357423424227107,1,16869.131172621706355,133.385659669911462,1,21192.572936161301186,131.752107209046159,1,23695.927229074422939,115.546385729778322,1,23197.219040716274321,126.325362725668242,1,17270.493417364621564,110.713231735286996,1,8998.519804082783594,165.696316650113005
22,106.694996140035997,-6.074999969858410,1,14914.390552817656499,118.157323579932850,1,17681.137369661399134,127.045027111031885,1,20568.186177768431662,145.825268378408623,1,16059.906937952535372,136.068734522426723,1,16082.612164494954413,136.094552981308027,1,20380.054462000985950,133.823873859786545,1,22700.731538959862519,116.546706371928323,1,22314.989290705845633,128.008202517940816,1,16239.777948953296800,112.093634143471576,1,8790.706926662302067,172.704105993816910
23,106.704996139768994,-6.074999969858410,1,13948.191724551090374,120.302535434519967,1,16810.810447956009739,129.317489125770493,1,19967.146479595226992,148.437430671941740,1,15312.645498797837718,139.051975326276676,1,15335.696799470408223,139.074598435349685,1,19596.385950274372590,136.064518684345046,1,21716.087245849870669,117.851059147640143,1,21453.596166295737930,129.827901302838598,1,15219.770483970001806,113.660148139878345,1,8717.372713401036890,169.929728224751756
24,106.714996139502006,-6.074999969858410,1,13004.445460874752825,122.763071117940981,1,15969.798702878444601,131.833676484512750,1,19410.639829499974439,151.221637141644663,1,14611.090621775518230,142.331392063043126,1,14634.450225495069390,142.349896231573780,1,18845.166886484625138,138.487806189702411,1,20743.772379145801096,119.278538607335349,1,20615.651711812086432,131.797697755145492,1,14212.776651682299416,115.450219552299899,1,8593.201248272258454,177.215471766678149
25,106.724996139235003,-6.074999969858410,1,12088.411633743344282,125.602526786020363,1,15162.980879882585214,134.623572621005508,1,18901.671825170949887,154.099070708201424,1,13962.133918292473027,145.928466286807208,1,13985.743705877852335,145.941784938738948,1,18130.431335365516134,141.107205494563232,1,19785.604815731901908,120.845382259180909,1,19804.132682923245738,133.931673489289977,1,13221.770310185973358,117.510985692731950,1,8565.253318978171592,-178.019344046843599
26,106.734996138967006,-6.074999969858410,1,11206.887616168896784,128.897978077335921,1,14396.107062737279193,137.718783559077366,1,18445.012550732430100,157.192715660539250,1,13373.434549640507612,149.858985632387089,1,13397.211405010195449,149.865933584981690,1,17456.661001365315315,143.935158137572586,1,18843.742561803155695,122.570311422348794,1,19022.421228063685703,136.244519514153751,1,12250.631743328243829,119.902082085441137,1,8379.891998086786771,131.417952069715511
27,106.994996132023999,-6.074999969858410,1,21244.117441751204751,-109.343832737149697,1,21812.532501893419976,-119.236224410008433,1,27509.847220635081612,-128.184239677857050,1,21814.821710158161295,-118.043587546493669,1,23191.170020024092082,-144.991599286489901,1,23251.690130261013110,-127.370687214068795,1,16323.952008386477246,-128.211022022284055,1,18541.064812067783350,-134.371288738195346,1,19156.654812187698553,-108.654836851790790,1,11873.364542025759874,-109.127973950609373
28,106.654996141103993,-6.084999969643360,1,18551.189701576124207,108.652846129015160,1,20853.411800101133849,117.246856951295456,1,22548.584602514303697,134.931611366325228,1,18757.350294050735101,123.897100997306140,1,18778.018402913745376,123.933326821677497,1,23133.747801752007945,124.213006210984418,1,26325.942884201165725,110.493148294166758,1,25379.075532932864007,119.862110716416638,1,20107.278344463047688,104.409017781135148,1,9418.268922482518974,143.941810457550019
29,106.664996140837005,-6.084999969643360,1,17505.946835744867712,109.810592692299068,1,19875.730892310530180,118.706865517327515,1,21778.809689658577554,136.968061097518699,1,17849.198478105015965,125.878116000277814,1,17870.264585318149329,125.913867666938330,1,22227.050498741209594,125.816555256859331,1,25291.980320202415896,111.120912312217243,1,24425.301169609127101,121.154051057133529,1,19037.124810040833836,105.237001276164776,1,8812.249686030289013,149.769191695403407
30,106.674996140570002,-6.084999969643360,1,16468.764585769502446,111.114823898078029,1,18912.295504213634558,120.316818450830652,1,21038.968715348852129,139.171120696741809,1,16964.666006205115991,128.068621670761786,1,16986.142787810549635,128.103489812446583,1,21339.247058410019235,127.555037699773195,1,24262.654569497648481,112.061815944437882,1,23484.961561761869234,122.550252133747350,1,17971.425514620284957,106.163459538554463,1,8310.121981479354872,156.376977583269593
31,106.684996140302999,-6.084999969643360,1,15441.267422366174287,112.593553600465185,1,17965.397721523349901,122.098073186350717,1,20332.484947648295929,141.531015611216588,1,16107.644518993298334,130.496156528852509,1,16129.539647521081861,130.529611159810798,1,20472.795713036695815,129.442583034412763,1,23240.458592638955452,113.085832034536693,1,22559.736834762468789,124.061981002706560,1,16911.022677390632452,107.206473647572565,1,7931.641598419112597,163.722290213207657
32,106.694996140035997,-6.084999969643360,1,14425.524806826086206,114.281863836672585,1,17037.794860052988952,124.075434650870449,1,19662.954108823887509,144.056197306480982,1,15282.762786760747986,133.191093592029205,1,15305.076216240973736,133.222456403608930,1,19630.523795972476364,131.494542397977312,1,22226.375892958112672,114.203724096350427,1,21651.564567244317004,125.701798013469499,1,15856.978670319589583,108.388657915397701,1,7695.074827299928074,171.658379170125244
