jenis,kode_trayek,trayek,jumlah_penumpang
ANGKUTAN UMUM INTEGRASI,DA1,DUKUH ATAS - RATULANGI,8.004
ANGKUTAN UMUM INTEGRASI,DA2,DUKUH ATAS - TANAH ABANG,8.037
ANGKUTAN UMUM INTEGRASI,DA3,DUKUH ATAS - KUNINGAN,7.886
ANGKUTAN UMUM INTEGRASI,DA4,DUKUH ATAS - KOTA,8.517
ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,37.15
ANGKUTAN UMUM INTEGRASI,5B,STASIUN TEBET - BIDARA CINA,43.88
ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,59.768
ANGKUTAN UMUM INTEGRASI,6C,STASIUN TEBET - KARET,244.073
ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - STASIUN SENEN,118.313
ANGKUTAN UMUM INTEGRASI,6M,BLOK M - STASIUN MANGGARAI,78.099
ANGKUTAN UMUM INTEGRASI,6N,RAGUNAN - BLOK M VIA KEMANG,102.954
ANGKUTAN UMUM INTEGRASI,6Q,EPICENTRUM - CASABLANCA,12.894
ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,105.083
ANGKUTAN UMUM INTEGRASI,7B,KAMPUNG RAMBUTAN - BLOK M,106.917
ANGKUTAN UMUM INTEGRASI,7D,CAWANG UKI - TMII,74.665
ANGKUTAN UMUM INTEGRASI,7E,KAMPUNG RAMBUTAN - RAGUNAN,14.97
ANGKUTAN UMUM INTEGRASI,7N,GANDARIA - KAMPUNG RAMBUTAN,6.365
ANGKUTAN UMUM INTEGRASI,7P,PONDOK KELAPA - BKN,19.473
ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,90.145
ANGKUTAN UMUM INTEGRASI,8D,JOGLO - BLOK M,89.86
ANGKUTAN UMUM INTEGRASI,8E,BINTARO - BLOK M,56.492
ANGKUTAN UMUM INTEGRASI,8K,BATUSARI - TANAH ABANG,41.846
ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,142.884
ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,67.608
ANGKUTAN UMUM INTEGRASI,9H,CIPEDAK - BLOK M,64.297
ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,15.87
ANGKUTAN UMUM INTEGRASI,11D,PULO GEBANG - PULO GADUNG 2 (VIA PIK),86.907
ANGKUTAN UMUM INTEGRASI,11Q,KAMPUNG MELAYU - PULOGEBANG VIA BKT,64.817
ANGKUTAN UMUM INTEGRASI,11T,PULO GEBANG - STASIUN CAKUNG,815
ANGKUTAN UMUM INTEGRASI,11U,PULO GEBANG - STASIUN CAKUNG - CILINCING,9.66
ANGKUTAN UMUM INTEGRASI,12A,KOTA - PELABUHAN KALIADEM,13.203
ANGKUTAN UMUM INTEGRASI,12B,PLUIT - STASIUN SENEN,35.602
ANGKUTAN UMUM INTEGRASI,12E,HISTORY OF JAKARTA EXPLORER,8.169
ANGKUTAN UMUM INTEGRASI,12K,ASEMKA EXPLORER,9.042
ANGKUTAN UMUM INTEGRASI,MR1,CSW - PAKUBUWONO,2.753
ANGKUTAN UMUM INTEGRASI,MR2,CSW - KRAMAT PELA,10.359
ANGKUTAN UMUM INTEGRASI,MR3,CSW - WIJAYA,3.991
ANGKUTAN UMUM INTEGRASI,MR5,STASIUN MRT BLOK A - RADIO DALAM,5.725
ANGKUTAN UMUM INTEGRASI,MR8,CIPETE - ANTASARI,6.278
ANGKUTAN UMUM INTEGRASI,MR9,SOUTH QUARTER - LEBAK BULUS,2.851
TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,63.309
TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,41.245
TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,82.56
TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,51.309
TRANSJABODETABEK,D11,DEPOK - BKN,104.279
TRANSJABODETABEK,D21,UI - LEBAK BULUS,126.013
TRANSJABODETABEK,S11,BSD - GROGOL 2,123.738
TRANSJABODETABEK,S21,CIPUTAT - TOSARI,144.599
TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,97.813
TRANSJABODETABEK,S41,PONDOK CABE - TANAH ABANG,55.301
TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,218.529
TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,79.703
TRANSJABODETABEK,7C,CIBUBUR - BKN,171.109
TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,99.6
 ANGKUTAN EKSEKUTIF ROYAL TRANS ,B13,BEKASI BARAT - BLOK M,18.703
 ANGKUTAN EKSEKUTIF ROYAL TRANS ,B14,BEKASI BARAT - KUNINGAN,16.099
 ANGKUTAN EKSEKUTIF ROYAL TRANS ,B23,BEKASI TIMUR - TEBET,927
 ANGKUTAN EKSEKUTIF ROYAL TRANS ,B24,BEKASI TIMUR - KALIDERES,3.795
 ANGKUTAN EKSEKUTIF ROYAL TRANS ,1K,CIBUBUR JUNCTION - BLOK M,19.359
 ANGKUTAN EKSEKUTIF ROYAL TRANS ,1T,CIBUBUR - KOTA,15.719
 ANGKUTAN EKSEKUTIF ROYAL TRANS ,6P,CIBUBUR - KUNINGAN,17.175
 ANGKUTAN EKSEKUTIF ROYAL TRANS ,1U,TAMAN MINI - BALAI KOTA,4.954
 ANGKUTAN EKSEKUTIF ROYAL TRANS ,D31,CINERE - KUNINGAN,1.871
 ANGKUTAN EKSEKUTIF ROYAL TRANS ,S31,BINTARO - BLOK M VIA JORR,13.933
 ANGKUTAN EKSEKUTIF ROYAL TRANS ,S12,BSD - BUNDERAN SENAYAN,17.527
 ANGKUTAN EKSEKUTIF ROYAL TRANS ,B15,JATI BENING - BLOK M,5.362
 ANGKUTAN EKSEKUTIF ROYAL TRANS ,B16,JATI BENING - KUNINGAN,1.359
 ANGKUTAN UMUM LAINNYA ,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),410.898
 ANGKUTAN UMUM LAINNYA ,GR2,TANAH ABANG EXPLORER,211.974
 ANGKUTAN UMUM LAINNYA ,TJC,TRANSJAKARTA CARES,4.373
 ANGKUTAN UMUM LAINNYA ,G1,GRATIS GATE NON BRT,3.033
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PENGUNGSI PENCARI SWAKA,0
 ANGKUTAN UMUM LAINNYA ,,LEBARAN BETAWI,0
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN AL IRSYAD - MONAS,0
 ANGKUTAN UMUM LAINNYA ,,POLDA-GBK,0
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PKK DKI - VELDROME,0
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN MASJID DKI - JIC,0
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PJK KAMPUNG KB-DKI,0
 ANGKUTAN UMUM LAINNYA ,,TIKET KERTAS GRATIS PLN PADAM (NON BRT),10.138
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN DKI BALAIKOTA - PIK,4.125
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN APRESIASI LURAH/CAMAT DKI,6.048
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN BUDAYA DISABILITAS,345
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PAWAI OBOR 1 M 1441 H,4.624
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-1,TANJUNG PRIOK-PLUMPANG,82.802
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-2,DUREN SAWIT - KAMPUNG MELAYU,76.717
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-3,LEBAK BULUS - PONDOK LABU,67.283
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-4,GROGOL - TUBAGUS ANGKE,70.301
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-5,SEMPER - ROROTAN,104.156
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,105.893
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-7,TANAH ABANG-TAWAKAL,75.979
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-8,ROXI - BENDUNGAN HILIR,9.039
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-10,TANAH ABANG-KOTA,38.193
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-11,TANAH ABANG-KEBAYORAN LAMA,54.714
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,41.441
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-14,TANAH ABANG-MERUYA,114.606
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-15,BULAK TURI - TANJUNG PRIOK,169.954
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-16,PGC - CONDET,146.749
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-17,PULOGADUNG - SENEN ,44.658
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-18,KALIBATA - KUNINGAN,42.372
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-19,PINANG RANTI - SETU,223.204
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-20,LUBANG BUAYA - CAWANG UKI,150.717
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-21,DWIKORA - CILILITAN,151.16
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-22,DWIKORA - PENAS,72.276
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-24,PULOGADUNG-PASAR SENEN,96.253
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-25,PASAR REBO - KALISARI,86.431
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-26,RAWAMANGUN-KALIMALANG,80.448
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-27,PULOGEBANG - ROROTAN,81.366
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-28,PASAR REBO - TAMAN WILADATIKA,105.16
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-29,TANJUNG PRIOK - KELAPA GADING,148.309
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-30,MERUYA - CITRALAND,236.986
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-31,BLOK M - PONDOK LABU,139.562
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-32,PETUKANGAN - LEBAK BULUS,163.368
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-33,PULO GADUNG - KOTA,61.398
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-34,RAWAMANGUN - KLENDER,80.218
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-36,CILANGKAP - CILILITAN,44.629
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,147.135
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-38,KAMPUNG RAMBUTAN - BULAK RINGIN,104.364
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-39,KALIMALANG - RAWAMANGUN,70.958
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-40,TAMAN HARAPAN BARU - PULOGEBANG,41.327
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-44,LENTENG ANGGUNG - ANDARA,81.182
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-45,LEBAK BULUS-RAGUNAN,118.005
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-47,PASAR MINGGGU-CIGANJUR,55.397
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-50,KALIDERES - PURIKEMBANGAN,101.913
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-51,TAMAN KOTA - BUDI LUHUR,195.44
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-56,GROGOL - SRENGSENG,36.143
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-58,ISLAMIC - ROROTAN,104.166
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-59,RAWAMANGUN-RAWASENGON,119.78
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,61.825
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-61,PULOGADUNG-CEMPAKA MAS,57.729
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-72,CILANGKAP - CILILITAN,82.541
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-77,TANJUNG PRIOK-JEMBATAN ITEM,56.182
ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,59.694
ANGKUTAN WISATA,BW2,JAKARTA MODERN,40.303
ANGKUTAN WISATA,BW4,PENCAKAR LANGIT,19.568
ANGKUTAN WISATA,BW3,ART N CULINARY,13.063
ANGKUTAN WISATA,BW5,WISATA KALIJODO,14.481
ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,2.242
ANGKUTAN WISATA,BW7,JAKARTA BELANJA,8.961
ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,18.513
ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,24.835
ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,4.529
ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,28.483
ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,8.282
ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,7.728
ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,3.557
ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,5.754
ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,49.457
ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,10.892
ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,7.583
ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,32.328
ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8.449
ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,39.215
ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,3.493
ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,3.544
ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,8.167
ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,9.473
ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),9.183
ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,27.73
ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,5.905
LAMPIRAN LAYANAN GRATIS BRT,PNS,GRATIS PNS DKI DAN PENSIUNAN PNS,45.227
LAMPIRAN LAYANAN GRATIS BRT,TKD,GRATIS TENAGA KONTRAK DKI,21.994
LAMPIRAN LAYANAN GRATIS BRT,KJP,GRATIS PENERIMA KJP,37.5
LAMPIRAN LAYANAN GRATIS BRT,KST,GRATIS KARYAWAN SWASTA TERTENTU,6.776
LAMPIRAN LAYANAN GRATIS BRT,RSN,GRATIS PENGHUNI RUMAH SUSUN,20.654
LAMPIRAN LAYANAN GRATIS BRT,PAS,GRATIS KTP KEPULAUAN SERIBU,666
LAMPIRAN LAYANAN GRATIS BRT,PBS,GRATIS PENERIMA RASKIN,1.896
LAMPIRAN LAYANAN GRATIS BRT,TNI,GRATIS TNI/POLRI,8
LAMPIRAN LAYANAN GRATIS BRT,VET,GRATIS VETERAN,0
LAMPIRAN LAYANAN GRATIS BRT,KPD,GRATIS PENYANDANG DISABILITAS,7.965
LAMPIRAN LAYANAN GRATIS BRT,PLU,GRATIS LANSIA,376.338
LAMPIRAN LAYANAN GRATIS BRT,MAR,GRATIS MARBOT,51
LAMPIRAN LAYANAN GRATIS BRT,PAUD,GRATIS PAUD,6.966
LAMPIRAN LAYANAN GRATIS BRT,JMT,GRATIS JUMANTIK,7.692
LAMPIRAN RINCIAN GRATIS GATE NON BRT,B11,HALTE MM BARAT,713
LAMPIRAN RINCIAN GRATIS GATE NON BRT,B12,HALTE SUMARECON BEKASI,436
LAMPIRAN RINCIAN GRATIS GATE NON BRT,B21,HALTE BULAK KAPAL,716
LAMPIRAN RINCIAN GRATIS GATE NON BRT,B22,HALTE BTC,365
LAMPIRAN RINCIAN GRATIS GATE NON BRT,6C,HALTE TEBET,803
