jenis,kode_trayek,trayek,jumlah_penumpang
ANGKUTAN UMUM INTEGRASI,11Q,PULO GEBANG - KAMPUNG MELAYU VIA BKT,54.884
ANGKUTAN UMUM INTEGRASI,12A,KOTA - PELABUHAN KALIADEM,7.54
ANGKUTAN UMUM INTEGRASI,12B,PLUIT - SENEN,31.479
ANGKUTAN UMUM INTEGRASI,S23,BLOK M - REMPOA,26.401
ANGKUTAN UMUM INTEGRASI,,KOTA TUA EXPLORER,63
TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,59.908
TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,39.147
TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,79.232
TRANSJABODETABEK,B13,BEKASI BARAT - BLOK M,16.989
TRANSJABODETABEK,B14,BEKASI BARAT - KUNINGAN,12.887
TRANSJABODETABEK,B22,BEKASI TIMUR - PASAR BARU,50.869
TRANSJABODETABEK,B23,BEKASI TIMUR - TEBET,991
TRANSJABODETABEK,B24,BEKASI TIMUR - KALIDERES,5.7
TRANSJABODETABEK,1K,BLOK M - CIBUBUR,7.037
ANGKUTAN EKSEKUTIF ROYAL TRANS ,,CIBUBUR - KOTA,2.854
ANGKUTAN EKSEKUTIF ROYAL TRANS ,,CIBUBUR - KUNINGAN,3.891
TRANSJABODETABEK,13A,CBD CILEDUG - MONAS,0
TRANSJABODETABEK,D11,DEPOK - BNN,81.429
TRANSJABODETABEK,S11,SERPONG - GROGOL 2,105.524
TRANSJABODETABEK,S21,CIPUTAT - TOSARI,142.021
TRANSJABODETABEK,S22,CIPUTAT - KP. RAMBUTAN,90.436
TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,203.194
TRANSJABODETABEK,T12,PORIS PLAWAD - PASAR BARU,72.051
TRANSJABODETABEK,7C,CIBUBUR JUNCTION - UKI,156.181
TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,98.53
ANGKUTAN UMUM LAINNYA ,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),364.618
ANGKUTAN UMUM LAINNYA ,GR2,TANAH ABANG EXPLORER,196.539
ANGKUTAN UMUM LAINNYA ,,POLDA - GBK (VIA SCBD),24.266
ANGKUTAN UMUM LAINNYA ,,STASIUN PALMERAH - ISTORA SENAYAN,0
ANGKUTAN UMUM LAINNYA ,,RAGUNAN - DEPARTEMEN PERTANIAN,0
ANGKUTAN UMUM LAINNYA ,,RAGUNAN - SMK 57,1.927
ANGKUTAN UMUM LAINNYA ,,MARUNDA-RAGUNAN,112
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-1,TANJUNG PRIOK-PLUMPANG,56.764
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-2,DUREN SAWIT - KAMPUNG MELAYU,56.551
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-3,LEBAK BULUS - PONDOK LABU,43.344
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-4,GROGOL - TUBAGUS ANGKE,51.852
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-5,SEMPER - ROROTAN,64.763
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,54.469
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-7,TANAH ABANG-TAWAKAL,78.27
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-10,TANAH ABANG-KOTA,0
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-11,TANAH ABANG-KEBAYORAN LAMA,14.081
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,5.403
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-14,TANAH ABANG-MERUYA,20.294
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-15,BULAK TURI - TANJUNG PRIOK,159.723
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-16,PGC - CONDET,121.785
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-17,PULOGADUNG - SENEN ,49.015
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-18,KALIBATA - KUNINGAN,33.549
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-19,PINANG RANTI - SETU,189.943
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-20,LUBANG BUAYA - CAWANG UKI,78.069
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-21,DWIKORA - CILILITAN,91.339
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-22,DWIKORA - PENAS,26.632
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-25,PASAR REBO - KALISARI,56.265
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-26,RAWAMANGUN-KALIMALANG,50.111
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-27,PULOGEBANG - ROROTAN,58.266
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-28,PASAR REBO - TAMAN WILADATIKA,68.223
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-29,TANJUNG PRIOK - KELAPA GADING,100.217
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-30,MERUYA - CITRALAND,144.605
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-31,BLOK M - PONDOK LABU,97.307
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-32,PETUKANGAN - LEBAK BULUS,102.751
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-33,PULO GADUNG - KOTA,34.171
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,34.022
ANGKUTAN WISATA,BW1,HISTORY OF JAKARTA,111.866
ANGKUTAN WISATA,BW2,JAKARTA MODERN,47.42
ANGKUTAN WISATA,BW3,PENCAKAR LANGIT,28.786
ANGKUTAN WISATA,BW5,WISATA KALIJODO,23.693
ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,2.488
ANGKUTAN WISATA,BW7,JAKARTA SHOPING MALL,9.016
ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,12.731
ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG,29.048
ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,4.186
ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN DAAN MOGOT - KALIDERES,29.113
ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,7.622
ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - KALIDERES,4.724
ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG,2.877
ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,7.322
ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,46.827
ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,9.265
ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,7.467
ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,28.216
ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8.079
ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,36.469
ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,2.863
ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - RADIN INTEN,3.118
ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,6.416
ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,8.828
ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),7.146
ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,26.118
ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,4.925
 ANGKUTAN UMUM LAINNYA ,TJC,TRANSJAKARTA CARES,5.315
 ANGKUTAN UMUM LAINNYA ,,ACARA PEDULI PALU&LOMBOK ANCOL,0
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PAGUYUBAN FR DISABEL,0
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN YAYASAN PEMATA DISABEL,0
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN KGPM PULOGEBANG,0
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN LANSIA PONDOK PINANG,0
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN NATAL DKI ANCOL,7.968
 ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PAGUYUBAN LANSIA KOTAMADYA JAKSEL,51
 ANGKUTAN UMUM LAINNYA ,,GRATIS GATE NON BRT,2.696
 ANGKUTAN UMUM LAINNYA ,,GRATIS PNS DKI DAN PENSIUNAN PNS,36.024
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS TENAGA KONTRAK DKI,15.781
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENERIMA KJP,34.689
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS KARYAWAN SWASTA TERTENTU,2.682
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENGHUNI RUMAH SUSUN,24.923
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS KTP KEPULAUAN SERIBU,773
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENERIMA RASKIN,1.228
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS TNI/POLRI,3
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS VETERAN,0
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENYANDANG DISABILITAS,7.543
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS LANSIA,394.736
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS MARBOT,12
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PAUD,6.023
LAMPIRAN LAYANAN GRATIS BRT,,GRATIS JUMANTIK,5.992
