jenis,kode_trayek,trayek,jumlah_penumpang
ANGKUTAN UMUM INTEGRASI,8D,JOGLO - BLOK M,89.633
ANGKUTAN UMUM INTEGRASI,8E,BINTARO - BLOK M,56.618
ANGKUTAN UMUM INTEGRASI,8K,BATUSARI - TANAH ABANG,34.794
ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,134.679
ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,68.567
ANGKUTAN UMUM INTEGRASI,9H,CIPEDAK - BLOK M,67.007
ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,12.089
ANGKUTAN UMUM INTEGRASI,11D,PULO GEBANG - PULO GADUNG 2 (VIA PIK),88.443
ANGKUTAN UMUM INTEGRASI,11Q,KAMPUNG MELAYU - PULOGEBANG VIA BKT,62.915
ANGKUTAN UMUM INTEGRASI,11T,PULO GEBANG - STASIUN CAKUNG,750
ANGKUTAN UMUM INTEGRASI,11U,PULO GEBANG - STASIUN CAKUNG - CILINCING,9.065
ANGKUTAN UMUM INTEGRASI,11E,PULO GEBANG - LEBAK BULUS,0
ANGKUTAN UMUM INTEGRASI,11H,PULO GEBANG - PINANG RANTI,0
ANGKUTAN UMUM INTEGRASI,11F,PULO GEBANG - PASAR MINGGU,0
ANGKUTAN UMUM INTEGRASI,10E,PULO GEBANG - TANJUNG PRIUK,0
ANGKUTAN UMUM INTEGRASI,12A,KOTA - PELABUHAN KALIADEM,14.995
ANGKUTAN UMUM INTEGRASI,12B,PLUIT - STASIUN SENEN,32.475
ANGKUTAN UMUM INTEGRASI,12E,HISTORY OF JAKARTA EXPLORER,10.295
ANGKUTAN UMUM INTEGRASI,12K,ASEMKA EXPLORER,10.844
ANGKUTAN UMUM INTEGRASI,MR1,CSW - PAKUBUWONO,1.745
ANGKUTAN UMUM INTEGRASI,MR2,CSW - KRAMAT PELA,10.984
ANGKUTAN UMUM INTEGRASI,MR3,CSW - WIJAYA,2.751
ANGKUTAN UMUM INTEGRASI,MR5,STASIUN MRT BLOK A - RADIO DALAM,5.224
ANGKUTAN UMUM INTEGRASI,MR8,CIPETE - ANTASARI,5.711
ANGKUTAN UMUM INTEGRASI,,TAMAN MINI - KAMPUNG RAMBUTAN,0
TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,64.512
TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,40.838
TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,81.408
TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,51.81
TRANSJABODETABEK,D11,DEPOK - BKN,104.617
TRANSJABODETABEK,D21,UI - LEBAK BULUS,118.297
TRANSJABODETABEK,S11,BSD - GROGOL 2,120.7
TRANSJABODETABEK,S21,CIPUTAT - TOSARI,151.796
TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,101.508
TRANSJABODETABEK,S41,PONDOK CABE - TANAH ABANG,48.935
TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,226.258
TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,82.273
TRANSJABODETABEK,7C,CIBUBUR - BKN,178.534
TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,101.314
ANGKUTAN EKSEKUTIF ROYAL TRANS ,B13,BEKASI BARAT - BLOK M,20.112
ANGKUTAN EKSEKUTIF ROYAL TRANS ,B14,BEKASI BARAT - KUNINGAN,16.702
ANGKUTAN EKSEKUTIF ROYAL TRANS ,B23,BEKASI TIMUR - TEBET,1.049
ANGKUTAN EKSEKUTIF ROYAL TRANS ,B24,BEKASI TIMUR - KALIDERES,5.349
ANGKUTAN EKSEKUTIF ROYAL TRANS ,1K,CIBUBUR JUNCTION - BLOK M,19.62
ANGKUTAN EKSEKUTIF ROYAL TRANS ,1T,CIBUBUR - KOTA,16.6
ANGKUTAN EKSEKUTIF ROYAL TRANS ,6P,CIBUBUR - KUNINGAN,16.129
ANGKUTAN EKSEKUTIF ROYAL TRANS ,1U,TAMAN MINI - BALAI KOTA,4.971
ANGKUTAN EKSEKUTIF ROYAL TRANS ,D31,CINERE - KUNINGAN,1.886
ANGKUTAN EKSEKUTIF ROYAL TRANS ,S31,BINTARO - BLOK M VIA JORR,13.621
ANGKUTAN EKSEKUTIF ROYAL TRANS ,S12,BSD - BUNDERAN SENAYAN,15.502
ANGKUTAN EKSEKUTIF ROYAL TRANS ,B15,JATI BENING - BLOK M,4.647
ANGKUTAN EKSEKUTIF ROYAL TRANS ,B16,JATI BENING - KUNINGAN,1.251
ANGKUTAN UMUM LAINNYA ,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),412.349
ANGKUTAN UMUM LAINNYA ,GR2,TANAH ABANG EXPLORER,236.557
ANGKUTAN UMUM LAINNYA ,TJC,TRANSJAKARTA CARES,4.384
ANGKUTAN UMUM LAINNYA ,,GRATIS GATE NON BRT,2.896
ANGKUTAN UMUM LAINNYA ,,SHUTTLE BUS PULO GEBANG - PULO GADUNG,0
ANGKUTAN UMUM LAINNYA ,,SHUTTLE BUS RAGUNAN - SMK 57,0
ANGKUTAN UMUM LAINNYA ,,ROMBONGAN TOUR DE BATAVIA,0
ANGKUTAN UMUM LAINNYA ,,SHUTTLE THAMRIN 10 - LAPANGAN BANTENG,0
ANGKUTAN UMUM LAINNYA ,,SHUTTLE IRTI - LAPANGAN BANTENG,0
ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PENGUNGSI PENCARI SWAKA,465
ANGKUTAN UMUM LAINNYA ,,PPSU DKI - ANCOL,31.978
ANGKUTAN UMUM LAINNYA ,,LEBARAN BETAWI,980
ANGKUTAN UMUM LAINNYA ,,ROMBONGAN AL IRSYAD - MONAS,398
ANGKUTAN UMUM LAINNYA ,,POLDA-GBK,8.018
ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PKK DKI - VELDROME,12.79
ANGKUTAN UMUM LAINNYA ,,ROMBONGAN MASJID DKI - JIC,1.034
ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PJK KAMPUNG KB-DKI,632
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-1,TANJUNG PRIOK-PLUMPANG,73.638
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-2,DUREN SAWIT - KAMPUNG MELAYU,69.157
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-3,LEBAK BULUS - PONDOK LABU,60.997
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-4,GROGOL - TUBAGUS ANGKE,69.392
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-5,SEMPER - ROROTAN,95.59
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,95.576
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-7,TANAH ABANG-TAWAKAL,79.495
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-10,TANAH ABANG-KOTA,33.028
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-11,TANAH ABANG-KEBAYORAN LAMA,42.678
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,31.709
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-14,TANAH ABANG-MERUYA,100.492
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-15,BULAK TURI - TANJUNG PRIOK,168.763
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-16,PGC - CONDET,133.042
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-17,PULOGADUNG - SENEN ,45.456
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-18,KALIBATA - KUNINGAN,40.766
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-19,PINANG RANTI - SETU,211.872
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-20,LUBANG BUAYA - CAWANG UKI,145.314
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-21,DWIKORA - CILILITAN,142.801
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-22,DWIKORA - PENAS,55.883
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-24,PULOGADUNG-PASAR SENEN,94.182
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-25,PASAR REBO - KALISARI,76.669
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-26,RAWAMANGUN-KALIMALANG,71.408
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-27,PULOGEBANG - ROROTAN,74.044
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-28,PASAR REBO - TAMAN WILADATIKA,97.415
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-29,TANJUNG PRIOK - KELAPA GADING,140.472
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-30,MERUYA - CITRALAND,226.382
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-31,BLOK M - PONDOK LABU,128.106
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-32,PETUKANGAN - LEBAK BULUS,147.688
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-33,PULO GADUNG - KOTA,62.7
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-34,RAWAMANGUN - KLENDER,67.201
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,136.511
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-38,KAMPUNG RAMBUTAN - BULAK RINGIN,76.616
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-39,KALIMALANG - RAWAMANGUN,59.203
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-40,TAMAN HARAPAN BARU - PULOGEBANG,11.23
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-44,LENTENG ANGGUNG - ANDARA,69.698
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-45,LEBAK BULUS-RAGUNAN,108.499
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-47,PASAR MINGGGU-CIGANJUR,9.626
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-50,KALIDERES - PURIKEMBANGAN,84.704
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-51,TAMAN KOTA - BUDI LUHUR,164.212
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-56,GROGOL - SRENGSENG,16.47
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-58,ISLAMIC - ROROTAN,88.98
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-59,RAWAMANGUN-RAWASENGON,111.347
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,45.208
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-61,PULOGADUNG-CEMPAKA MAS,52.207
 ANGKUTAN INTEGRASI BUS KECIL ,JAK-77,TANJUNG PRIOK-JEMBATAN ITEM,34.986
ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,102.889
ANGKUTAN WISATA,BW2,JAKARTA MODERN,62.042
ANGKUTAN WISATA,BW4,PENCAKAR LANGIT,44.636
ANGKUTAN WISATA,BW3,ART N CULINARY,15.222
ANGKUTAN WISATA,BW5,WISATA KALIJODO,26.115
ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,2.536
ANGKUTAN WISATA,BW7,JAKARTA BELANJA,14.549
ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,15.971
ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,23.212
ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,4.498
ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,29.007
ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,8.797
ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,7.663
ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,3.115
ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,6.313
ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,50.17
ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,10.771
ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,7.664
ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,30.112
ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8.068
ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,38.165
ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,3.431
ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,3.304
ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,8.406
ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,9.943
ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),8.03
ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,30.363
ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,6.028
